,Guild_Contribution,Character_Level,Weekly_Playtime,Chat_Activity,Days_Inactive,Guild_Rank,PVP_Score,Quest_Completed,Item_Level,User_Level
1376,177.07,52,8.59,165,13,1,353.33,150,249.48,0
1377,656.2,51,56.43,58,16,1,452.64,241,100.0,1
1378,49.21,9,25.73,123,21,0,325.53,303,197.08,0
1379,217.18,35,53.34,175,2,1,356.44,302,396.41,1
1380,368.34,49,5.63,162,2,2,184.02,78,160.86,0
1381,47.83,73,22.51,31,23,0,302.64,195,149.83,0
1382,987.68,120,70.0,117,5,6,575.89,800,387.98,2
1383,250.24,80,11.03,233,3,0,41.78,276,327.31,0
1384,212.34,73,25.89,285,3,7,598.59,170,471.49,1
1385,407.04,50,43.14,8,14,1,161.72,185,156.39,0
1386,313.87,37,61.51,261,0,3,770.46,550,150.69,1
1387,27.16,73,15.97,145,19,1,126.91,450,101.29,0
1388,950.51,75,32.57,43,0,1,943.0,321,353.1,2
1389,415.35,78,18.66,230,13,1,282.08,496,403.35,1
1390,188.47,64,11.26,145,8,5,110.06,448,143.76,0
1391,517.38,31,13.5,220,0,2,111.49,251,167.14,0
1392,324.4,19,33.25,244,17,0,528.54,469,155.96,0
1393,419.82,70,44.97,79,16,3,419.34,609,486.32,1
1394,189.7,6,23.3,0,20,1,212.93,335,304.9,0
1395,357.44,53,24.28,175,12,1,867.44,482,304.83,1
1396,109.91,32,8.11,122,10,1,242.26,191,177.16,0
1397,251.28,48,15.65,137,28,2,49.34,191,190.32,0
1398,809.32,23,16.19,314,16,2,380.73,323,459.95,1
1399,731.07,70,28.36,268,1,0,395.42,259,125.45,1
1400,269.66,8,15.88,29,8,4,50.02,51,422.13,0
1401,222.55,62,47.68,241,10,0,482.98,303,128.71,0
1402,548.96,50,0.0,24,1,0,369.01,431,227.32,0
1403,987.68,65,31.72,209,1,7,620.83,596,500.0,1
1404,190.3,59,21.19,346,11,4,200.62,620,492.96,1
1405,470.36,43,37.27,253,16,4,383.07,546,219.97,1
1406,684.51,24,22.75,155,14,0,146.95,547,153.48,1
1407,745.0,93,28.17,95,4,5,511.09,543,218.88,1
1408,198.13,89,56.11,256,17,4,435.48,431,500.0,1
1409,271.35,63,31.63,142,3,0,394.75,339,500.0,1
1410,268.06,48,29.03,93,0,6,183.77,44,124.72,0
1411,592.42,79,22.17,88,9,0,515.22,122,147.39,0
1412,158.91,64,20.89,62,18,4,69.04,238,198.14,0
1413,109.58,58,1.16,141,0,0,442.53,239,138.29,0
1414,301.22,74,43.48,74,15,5,387.56,311,176.22,1
1415,754.96,45,46.72,112,14,3,415.29,377,143.89,1
1416,602.97,18,16.77,109,0,1,248.84,188,157.78,0
1417,391.22,2,25.76,136,10,5,215.65,492,102.03,0
1418,889.47,57,18.09,172,2,0,451.78,385,333.38,1
1419,591.05,34,44.65,286,3,2,431.53,599,196.15,1
1420,56.56,1,43.06,0,0,3,210.31,204,110.54,0
1421,296.82,95,31.78,281,9,5,568.76,311,207.86,1
1422,464.72,20,43.22,115,24,5,189.5,326,155.5,0
1423,355.41,6,23.81,0,14,1,373.83,201,182.78,0
1424,521.16,57,66.91,100,0,7,999.0,440,486.22,2
1425,812.18,52,14.49,21,1,7,393.15,544,339.55,2
1426,159.7,4,56.94,189,14,0,300.99,317,292.19,0
1427,302.97,83,70.0,174,12,7,999.0,651,500.0,2
1428,231.2,33,37.91,195,12,2,92.99,116,185.27,1
1429,422.84,64,54.1,94,12,7,504.3,370,408.39,1
1430,144.64,22,40.22,200,5,3,355.37,277,153.96,1
1431,678.25,100,32.64,69,10,3,340.88,311,500.0,1
1432,292.25,108,70.0,138,0,2,427.6,483,243.18,1
1433,380.18,43,68.15,232,7,5,546.69,574,189.24,1
1434,36.81,8,6.91,10,7,1,646.7,200,175.44,0
1435,254.04,11,16.13,116,20,6,368.81,235,172.98,0
1436,422.63,89,16.26,59,30,4,66.31,310,124.81,0
1437,469.43,96,41.39,99,0,8,434.5,587,436.84,1
1438,99.73,27,11.63,48,17,0,286.81,100,300.05,0
1439,987.68,59,27.71,192,14,4,320.62,399,500.0,1
1440,656.25,91,60.57,400,0,6,931.23,396,500.0,2
1441,304.48,22,8.52,67,0,6,207.06,0,192.63,0
1442,111.74,38,48.33,245,8,4,261.96,407,100.0,1
1443,629.38,55,50.62,57,21,0,549.25,183,162.71,0
1444,309.5,104,48.49,294,20,3,555.08,434,363.23,1
1445,425.62,23,32.59,100,14,3,117.87,367,171.62,0
1446,86.5,59,63.63,144,0,0,463.4,116,500.0,1
1447,837.84,61,56.5,326,9,5,311.85,326,421.06,1
1448,123.54,96,19.6,72,16,3,665.74,414,117.38,1
1449,631.13,68,47.48,202,5,8,257.87,520,492.82,1
1450,974.96,39,41.1,0,5,5,708.78,157,484.19,1
1451,328.89,103,13.18,169,3,0,741.2,122,448.86,1
1452,438.76,89,30.55,189,17,2,341.8,238,500.0,1
1453,547.0,39,14.09,230,9,1,517.12,346,371.31,1
1454,108.0,1,14.98,0,0,4,446.31,456,109.34,0
1455,387.37,30,17.94,94,12,0,310.38,413,300.53,1
1456,597.27,82,54.11,62,11,9,522.88,355,318.28,1
1457,829.56,81,33.05,17,14,0,393.28,532,173.83,1
1458,493.16,53,46.7,85,6,0,345.95,361,178.49,0
1459,259.34,104,27.12,281,6,3,474.3,335,396.61,1
1460,147.96,43,15.0,93,1,0,491.69,532,118.23,0
1461,541.35,63,24.46,166,5,7,407.84,483,289.06,1
1462,671.5,1,40.72,212,14,6,262.49,202,249.45,0
1463,408.87,44,33.86,222,0,2,595.7,413,329.45,1
1464,577.98,109,47.49,281,4,4,598.51,615,215.65,2
1465,461.51,27,12.7,169,12,2,116.07,241,171.92,0
1466,987.68,120,48.67,204,5,8,669.41,579,100.0,2
1467,361.08,43,25.36,240,19,6,195.66,245,219.74,0
1468,187.66,43,29.32,253,3,0,834.69,554,252.96,1
1469,722.97,26,13.99,198,3,7,461.72,74,353.27,1
1470,761.75,78,19.33,97,14,0,645.18,182,172.35,1
1471,287.21,99,26.73,153,15,2,338.72,461,330.92,1
1472,143.98,18,50.29,110,4,3,955.45,531,500.0,1
1473,109.33,1,26.17,0,11,0,211.1,34,104.67,0
1474,29.68,34,44.67,198,10,2,651.09,178,124.22,0
1475,549.01,86,28.13,224,5,0,614.21,144,307.92,1
1476,387.23,79,20.41,204,2,3,514.22,385,423.87,1
1477,575.08,72,20.91,248,4,3,236.7,685,350.56,1
1478,340.05,42,39.47,60,2,2,889.55,224,192.8,1
1479,369.01,1,28.67,13,20,2,133.35,429,142.71,0
1480,520.23,32,14.42,202,16,3,477.81,339,211.31,1
1481,461.57,34,25.08,44,4,0,93.85,247,326.69,0
1482,56.69,68,44.44,40,11,7,240.85,302,325.58,1
1483,234.16,34,3.19,33,14,5,406.79,271,315.36,0
1484,382.7,76,7.99,183,12,2,546.86,616,128.5,0
1485,141.13,60,10.91,120,18,3,38.57,422,310.02,0
1486,309.94,1,23.61,169,0,0,458.74,146,171.46,0
1487,223.38,69,11.82,183,12,5,572.86,452,157.99,1
1488,56.86,20,42.26,103,11,0,105.56,180,100.0,0
1489,463.79,26,14.5,208,3,4,504.26,133,185.63,0
1490,259.05,69,17.24,153,16,5,333.25,189,341.25,0
1491,95.74,23,23.62,54,4,1,150.27,315,225.89,0
1492,604.46,43,35.72,47,2,4,313.47,452,240.4,0
1493,261.26,2,12.23,34,11,1,560.21,138,122.83,0
1494,479.67,64,49.42,211,22,4,147.52,297,355.85,1
1495,936.31,85,23.6,136,13,2,367.53,250,278.21,1
1496,202.73,43,23.64,322,7,2,144.33,508,203.06,1
1497,392.65,55,39.39,189,9,6,577.55,687,245.49,1
1498,567.39,24,5.27,175,0,4,58.26,387,371.0,0
1499,787.12,30,50.79,125,10,1,303.04,155,236.44,1
1500,290.36,91,19.13,112,4,3,652.52,225,306.8,1
1501,581.16,28,43.66,324,0,5,449.53,557,265.64,1
1502,67.18,1,14.97,238,28,0,171.06,248,116.92,0
1503,383.83,85,33.4,118,21,0,508.83,0,100.0,0
1504,184.27,67,32.35,61,9,3,379.14,371,145.22,0
1505,168.67,12,23.02,100,17,6,262.89,107,352.62,0
1506,437.31,62,46.11,341,0,1,465.54,533,402.39,1
1507,606.32,78,10.64,20,13,5,259.62,532,492.26,1
1508,332.79,16,20.93,0,10,2,281.37,424,446.91,1
1509,896.23,29,14.18,153,0,4,605.56,447,302.98,1
1510,270.09,75,52.18,311,6,3,792.66,230,500.0,1
1511,285.91,34,67.16,175,0,0,234.83,489,199.44,1
1512,315.9,98,13.51,313,6,0,709.0,439,388.57,2
1513,354.86,29,12.98,121,26,3,471.09,367,258.47,0
1514,47.51,24,11.65,101,0,0,507.14,405,321.65,0
1515,317.69,51,5.94,0,17,3,237.46,451,100.0,0
1516,767.6,47,55.0,114,3,2,247.83,597,183.79,1
1517,685.44,67,49.36,276,11,4,450.11,259,500.0,1
1518,152.61,40,25.6,21,16,2,181.37,359,325.85,0
1519,987.68,39,64.43,28,20,2,287.58,376,357.75,1
1520,640.96,75,27.49,138,25,0,185.8,327,194.09,0
1521,552.97,51,49.14,51,22,1,269.82,215,336.23,1
1522,426.85,49,7.59,75,7,1,366.14,108,168.23,0
1523,189.06,20,25.44,141,24,3,136.18,135,399.42,0
1524,494.81,84,24.14,112,0,3,605.44,570,246.82,1
1525,224.33,34,12.57,0,16,0,246.03,369,184.13,0
1526,157.8,12,31.26,190,30,3,122.52,386,157.86,0
1527,186.52,14,13.44,100,7,4,81.42,381,181.86,0
1528,244.99,42,47.69,191,1,8,362.63,413,484.22,1
1529,491.53,107,27.34,293,12,5,370.89,340,500.0,1
1530,54.99,6,20.66,73,16,0,174.65,329,125.93,0
1531,108.65,103,44.88,111,0,1,999.0,542,221.65,1
1532,717.14,21,30.59,192,14,3,573.48,363,398.24,1
1533,318.81,30,24.46,192,17,4,124.71,429,289.48,0
1534,213.09,18,30.56,248,21,7,55.57,358,159.49,0
1535,269.42,29,34.55,126,14,0,117.31,0,453.35,0
1536,352.93,24,24.87,8,3,1,172.31,42,180.1,0
1537,808.25,64,41.27,17,12,7,360.93,353,340.48,1
1538,37.71,30,17.52,240,4,5,92.31,211,189.79,0
1539,193.35,65,70.0,201,3,6,427.55,464,274.9,1
1540,373.67,99,41.23,230,24,8,332.48,483,100.0,1
1541,58.3,34,10.08,45,21,6,281.43,301,179.99,0
1542,301.46,67,70.0,316,17,7,213.46,357,303.87,1
1543,277.62,49,16.39,211,20,0,459.62,298,100.0,0
1544,987.68,98,27.33,126,0,4,844.88,733,270.35,2
1545,618.91,84,13.72,53,11,3,841.67,266,305.61,1
1546,426.4,36,44.73,52,5,0,32.59,338,289.92,1
1547,215.02,79,45.43,211,8,0,162.46,402,271.36,1
1548,435.59,54,18.04,113,26,1,157.86,252,199.41,0
1549,522.13,90,13.19,194,0,2,170.38,632,246.58,1
1550,304.27,120,14.27,144,0,9,625.84,608,500.0,2
1551,798.37,67,30.16,234,0,5,429.69,338,445.63,1
1552,328.84,66,18.27,261,6,6,118.53,155,332.4,1
1553,419.18,45,37.19,22,14,1,448.49,545,292.51,1
1554,149.37,55,10.55,76,7,1,258.3,371,358.59,0
1555,234.55,30,18.1,56,14,2,127.4,193,299.33,0
1556,383.28,25,32.19,178,10,7,293.5,313,426.35,1
1557,476.38,10,41.91,161,12,4,171.49,0,172.82,0
1558,230.58,24,70.0,219,0,8,655.1,289,449.08,1
1559,426.18,74,11.03,233,7,2,857.9,518,231.65,1
1560,283.04,54,22.65,62,12,3,557.12,16,302.23,0
1561,426.07,94,56.88,135,7,0,139.02,246,100.0,0
1562,246.22,92,60.94,46,10,5,646.78,160,276.74,1
1563,123.3,67,53.74,12,0,3,56.38,208,469.05,0
1564,554.89,45,53.03,75,19,0,777.11,363,314.89,1
1565,484.96,12,70.0,163,7,0,72.11,398,222.29,0
1566,131.61,95,31.59,108,4,5,673.03,333,128.84,1
1567,204.29,37,16.5,7,9,0,176.44,296,179.74,0
1568,980.24,33,21.01,226,0,6,199.7,386,500.0,1
1569,747.76,119,70.0,252,4,4,397.32,377,355.8,1
1570,609.32,72,33.43,40,10,4,114.1,595,100.0,1
1571,88.64,28,33.44,41,11,0,217.72,219,258.31,0
1572,376.41,30,28.55,94,22,7,211.61,321,369.57,1
1573,282.0,39,14.42,56,4,0,421.17,402,169.85,1
1574,307.98,17,24.09,48,17,2,415.7,266,362.87,0
1575,259.98,10,3.99,21,24,3,284.27,0,297.97,0
1576,512.4,29,27.96,44,8,1,693.28,271,150.97,0
1577,373.0,90,35.14,301,4,1,661.53,222,169.19,1
1578,396.36,44,60.3,174,13,3,449.75,345,161.33,1
1579,395.05,68,51.34,116,3,4,542.85,266,100.0,1
1580,330.5,2,70.0,4,18,1,62.37,99,132.58,0
1581,306.36,29,47.39,26,0,0,284.1,0,248.43,0
1582,421.66,93,33.97,155,8,0,291.34,569,498.48,1
1583,365.93,49,14.07,172,11,6,630.17,401,171.84,1
1584,566.72,64,36.34,249,4,4,468.29,788,210.82,2
1585,155.16,47,21.62,0,23,1,563.62,262,150.49,0
1586,217.35,38,17.9,249,11,3,661.41,648,283.4,1
1587,147.9,48,33.33,62,4,0,92.14,244,237.41,0
1588,164.47,9,20.68,174,18,0,45.01,245,463.62,0
1589,409.84,27,29.7,299,1,2,477.43,286,271.28,1
1590,466.24,38,16.05,134,9,5,291.94,538,100.0,1
1591,240.12,104,44.97,220,10,2,784.66,436,185.43,2
1592,164.11,6,13.05,111,0,0,85.32,7,306.92,0
1593,124.69,74,4.97,205,4,3,289.9,134,357.17,0
1594,256.3,87,21.88,355,0,4,631.18,625,100.0,1
1595,537.87,84,48.05,56,10,7,364.73,486,247.1,1
1596,50.29,40,8.69,162,23,0,500.11,380,441.96,0
1597,451.5,93,6.96,142,0,0,180.07,152,190.95,0
1598,101.73,38,11.75,76,30,0,220.23,193,262.71,0
1599,922.9,87,22.87,361,0,4,339.14,443,351.51,1
1600,66.44,18,8.88,142,17,4,378.18,431,304.15,0
1601,66.9,32,33.27,157,6,5,194.96,142,291.13,0
1602,214.41,5,3.3,31,12,1,574.1,188,161.99,0
1603,99.54,24,28.08,145,7,0,251.88,112,251.05,0
1604,134.19,1,27.65,167,30,2,269.46,475,266.2,0
1605,614.92,60,23.59,136,1,9,723.7,526,500.0,1
1606,105.3,59,29.55,53,4,2,381.19,0,453.85,0
1607,496.25,70,18.28,87,7,2,635.69,539,450.84,1
1608,395.0,31,9.03,210,7,0,215.14,413,308.58,0
1609,435.25,83,64.93,184,12,1,127.81,507,287.65,1
1610,271.16,85,45.18,202,5,3,56.43,318,300.05,1
1611,615.09,31,59.63,270,20,9,810.61,253,443.86,1
1612,167.92,66,16.57,96,5,1,208.65,399,187.58,1
1613,270.53,10,17.32,195,4,6,56.13,116,264.96,0
1614,586.2,11,8.74,131,2,2,426.19,433,265.49,0
1615,622.63,78,41.16,279,15,5,454.75,509,322.1,1
1616,660.52,62,40.65,143,13,0,679.15,514,500.0,2
1617,804.82,32,15.0,95,13,2,580.57,413,303.05,1
1618,166.08,65,70.0,216,7,0,172.29,294,406.51,1
1619,173.98,85,25.45,298,9,9,444.76,334,500.0,1
1620,769.44,40,38.87,39,13,4,320.22,219,407.87,1
1621,502.57,32,16.15,213,0,0,56.13,117,227.94,0
1622,390.8,62,50.93,114,14,1,942.9,452,241.81,1
1623,713.72,62,7.62,400,1,5,999.0,450,295.97,2
1624,216.23,77,50.2,48,1,0,333.14,169,248.12,0
1625,597.71,78,70.0,106,8,8,961.28,493,307.52,1
1626,362.96,1,13.8,0,13,0,60.37,456,268.96,0
1627,315.1,51,18.34,245,0,7,319.8,585,241.06,1
1628,200.64,49,35.19,90,0,2,254.03,257,243.59,0
1629,666.37,103,38.31,130,14,4,365.66,238,277.68,1
1630,368.56,91,26.57,215,0,2,274.61,519,205.24,1
1631,149.78,16,40.04,135,10,4,412.61,720,359.25,0
1632,764.16,71,34.45,78,6,0,693.07,626,370.86,1
1633,276.61,14,46.26,103,2,2,405.16,370,322.56,1
1634,987.68,36,35.91,76,0,4,370.7,348,494.63,1
1635,557.68,1,30.82,136,12,1,367.83,158,277.5,0
1636,132.07,72,50.26,71,20,6,126.05,334,175.41,0
1637,390.31,71,6.98,141,0,2,179.6,337,212.58,0
1638,580.8,58,33.75,282,11,10,999.0,783,306.16,2
1639,468.43,85,13.75,219,0,3,145.53,505,344.35,1
1640,295.37,34,28.48,62,9,9,632.44,442,500.0,1
1641,201.65,32,55.43,245,6,5,256.23,182,435.19,1
1642,9.14,76,42.83,107,4,7,258.49,465,432.53,1
1643,842.58,102,47.3,235,6,0,255.24,646,396.94,1
1644,118.6,1,25.29,92,3,5,124.6,35,264.31,0
1645,556.88,37,23.62,51,11,0,397.73,571,431.51,1
1646,413.74,46,36.52,134,7,5,342.11,470,305.76,0
1647,870.25,46,20.15,109,13,10,402.19,473,480.43,1
1648,512.53,31,42.31,196,0,6,731.89,528,458.67,1
1649,711.25,98,27.06,25,19,1,368.36,571,278.88,1
1650,276.66,83,6.94,72,0,5,196.48,476,243.24,0
1651,414.72,32,34.76,197,15,2,283.72,155,214.07,0
1652,224.79,73,48.97,37,9,2,94.41,231,138.43,0
1653,150.48,47,30.18,0,14,4,38.81,260,342.51,0
1654,173.52,48,23.74,0,7,4,205.13,58,224.33,0
1655,198.9,54,26.49,52,14,7,463.15,555,186.17,1
1656,530.2,70,26.36,171,0,9,345.99,424,319.59,1
1657,191.27,54,9.65,35,9,4,45.45,143,231.37,0
1658,281.37,35,18.54,184,9,1,36.87,75,389.13,0
1659,194.83,6,19.67,61,16,3,70.35,311,229.98,0
1660,987.68,111,31.66,291,11,0,408.65,381,314.08,1
1661,987.68,65,11.23,359,7,4,750.68,172,277.19,1
1662,342.46,52,18.9,235,21,1,332.65,221,255.77,1
1663,745.94,46,51.55,303,8,5,324.64,387,324.25,1
1664,594.01,107,41.63,296,13,8,756.65,380,500.0,2
1665,439.53,26,20.34,250,13,0,274.41,689,153.69,1
1666,601.89,6,19.17,76,11,4,203.01,495,263.01,0
1667,567.55,55,47.11,132,7,0,648.06,687,378.45,1
1668,55.27,11,24.8,0,28,0,44.82,268,224.13,0
1669,83.15,44,31.79,194,10,5,526.13,492,267.76,1
1670,75.19,19,29.39,42,8,0,234.37,228,369.69,0
1671,789.63,37,33.73,137,10,3,516.05,437,500.0,1
1672,181.79,46,25.1,95,16,1,461.71,174,500.0,1
1673,468.73,72,22.06,18,8,7,706.13,170,418.57,1
1674,573.23,84,34.0,247,0,5,155.34,225,439.57,1
1675,360.63,21,40.17,148,10,4,171.05,363,121.53,0
1676,72.04,74,27.04,1,18,1,33.21,316,395.17,0
1677,104.69,34,4.38,12,11,3,224.27,107,128.62,0
1678,197.64,45,48.11,82,0,1,526.39,360,160.56,0
1679,787.51,34,40.36,232,0,4,252.13,450,368.57,1
1680,137.37,13,12.91,35,9,3,121.56,201,500.0,0
1681,560.06,120,61.17,173,12,7,850.39,800,500.0,2
1682,428.87,41,26.06,58,0,0,582.01,230,411.57,1
1683,501.28,120,22.17,52,3,8,619.45,314,500.0,1
1684,96.22,5,5.1,177,25,5,146.55,421,141.0,0
1685,405.35,103,48.91,0,6,2,500.97,475,500.0,1
1686,64.98,27,52.9,196,0,7,740.28,342,279.54,1
1687,555.37,111,37.81,204,9,10,259.07,435,244.75,1
1688,811.08,68,21.1,182,7,5,227.87,517,410.26,1
1689,290.87,81,21.33,8,0,4,563.73,544,114.94,1
1690,400.19,47,32.46,4,16,0,230.18,347,216.94,0
1691,327.48,50,52.73,183,5,6,356.27,519,359.34,1
1692,116.67,11,12.79,250,11,0,34.63,35,100.0,0
1693,41.37,68,25.42,169,12,6,135.15,345,140.97,0
1694,34.89,45,13.98,27,27,1,191.39,439,262.0,0
1695,543.86,40,50.18,53,8,2,67.34,274,141.05,0
1696,188.97,18,29.87,0,20,2,85.24,305,111.96,0
1697,330.22,53,14.94,183,13,0,141.85,250,106.07,0
1698,609.12,83,62.57,89,0,10,496.0,478,288.1,2
1699,497.82,74,28.9,63,7,4,241.81,176,500.0,1
1700,350.15,93,34.5,155,0,5,273.37,558,434.87,2
1701,471.12,29,16.75,107,1,2,85.09,229,264.46,0
1702,104.24,20,26.11,62,9,3,122.31,366,300.67,0
1703,447.14,102,70.0,206,15,4,229.58,645,318.06,1
1704,109.26,37,8.5,11,9,3,369.34,225,212.28,0
1705,454.74,1,14.29,161,19,4,69.29,225,255.69,0
1706,769.88,80,40.44,197,3,2,562.79,424,477.48,1
1707,79.51,48,29.45,182,14,0,43.1,171,100.0,0
1708,437.88,40,50.77,53,10,2,339.81,361,193.07,1
1709,218.81,38,69.21,326,4,3,795.09,542,326.58,1
1710,287.82,14,15.16,20,0,0,301.22,188,292.75,0
1711,76.58,23,10.33,0,14,6,149.56,155,338.3,0
1712,177.83,59,70.0,109,6,0,408.57,385,116.01,1
1713,488.58,12,13.29,38,5,1,273.77,346,269.3,1
1714,42.04,9,6.18,0,17,1,202.65,93,141.47,0
1715,431.48,59,38.19,141,4,8,517.64,331,500.0,2
1716,86.18,14,21.09,104,11,5,274.35,433,173.52,0
1717,888.63,57,48.98,199,8,6,331.0,445,327.23,1
1718,690.71,89,70.0,137,6,3,323.38,706,286.01,2
1719,310.95,57,25.14,159,18,3,263.74,151,249.03,0
1720,206.18,1,46.62,129,12,1,96.73,464,135.89,0
1721,232.48,5,24.81,123,11,5,104.97,397,251.29,0
1722,252.3,16,43.29,37,11,3,48.07,100,326.45,0
1723,313.86,51,35.34,0,9,0,100.95,476,123.92,0
1724,584.98,81,35.56,111,23,4,266.12,361,234.36,1
1725,479.58,6,38.13,172,11,2,214.23,327,100.0,0
1726,380.12,77,44.31,220,1,6,217.73,373,270.55,1
1727,886.66,55,26.33,26,6,10,317.88,536,500.0,2
1728,763.44,64,40.35,100,10,4,311.87,84,496.02,1
1729,468.74,74,26.11,52,4,7,862.53,519,500.0,1
1730,178.76,61,29.63,259,30,0,375.17,56,373.77,0
1731,325.41,92,23.58,164,12,0,310.26,577,307.55,1
1732,80.88,76,22.06,180,5,0,574.35,320,317.95,1
1733,567.3,79,35.92,76,24,0,373.1,204,278.12,0
1734,287.73,48,8.68,72,15,5,170.13,290,147.22,0
1735,674.95,44,30.02,85,0,3,537.94,95,137.03,1
1736,262.43,3,56.56,98,5,0,254.54,172,346.09,0
1737,111.27,76,23.6,3,23,2,272.51,238,139.37,0
1738,209.52,85,25.31,36,17,1,439.05,481,136.55,0
1739,499.58,15,38.94,164,26,0,149.22,337,123.01,0
1740,987.68,44,13.86,197,6,6,473.67,496,147.47,1
1741,858.2,81,12.88,184,4,6,699.84,341,100.0,1
1742,27.65,81,18.09,129,2,5,442.93,349,322.21,1
1743,361.79,29,41.34,93,2,0,76.67,196,125.9,0
1744,597.78,90,7.68,55,8,0,6.05,159,168.47,0
1745,329.47,30,29.41,88,11,3,614.96,524,266.88,1
1746,292.47,48,27.38,90,20,1,291.44,427,249.73,0
1747,358.53,32,5.91,12,13,0,59.65,210,184.53,0
1748,522.64,44,30.08,71,9,6,554.29,522,500.0,1
1749,267.32,76,12.39,158,19,3,127.3,247,104.3,0
1750,526.52,14,39.79,66,17,4,338.11,402,224.6,1
1751,504.18,27,9.4,0,3,3,436.17,18,407.69,0
1752,57.37,1,42.13,104,20,2,396.6,170,211.84,0
1753,238.03,1,11.91,130,2,6,573.24,433,215.39,0
1754,894.31,93,42.84,247,2,3,775.33,314,500.0,2
1755,477.11,97,47.64,189,9,6,223.71,463,165.96,1
1756,987.68,120,48.44,400,7,4,706.9,753,320.89,2
1757,852.89,82,34.45,126,6,4,446.06,584,331.18,1
1758,619.23,32,5.89,259,12,1,413.84,16,274.98,0
1759,108.42,63,45.79,169,0,4,268.42,488,141.87,1
1760,595.25,87,12.41,56,13,8,288.63,314,243.83,1
1761,446.91,78,31.85,194,1,5,509.99,490,234.73,1
1762,124.68,56,26.04,0,22,5,246.2,80,304.04,0
1763,532.74,86,28.34,124,0,5,338.3,450,357.3,1
1764,418.86,33,43.05,58,9,6,83.5,160,213.93,0
1765,258.7,14,48.96,82,17,0,203.34,298,166.56,0
1766,741.03,28,26.07,103,9,3,560.39,710,115.24,1
1767,709.34,114,41.54,31,1,2,186.86,628,236.72,1
1768,104.14,37,10.25,72,5,0,248.76,211,128.51,0
1769,562.12,63,33.38,0,21,5,163.39,259,326.49,0
1770,326.28,66,22.55,228,7,10,148.24,402,257.1,1
1771,477.38,69,44.35,125,23,7,347.0,469,327.26,1
1772,320.52,100,46.52,71,2,0,523.77,596,333.58,1
1773,613.95,59,48.09,339,2,5,590.83,800,174.54,2
1774,235.55,25,49.94,212,13,7,687.41,416,100.0,1
1775,251.36,49,6.67,66,6,0,125.98,277,100.0,0
1776,272.65,89,34.45,39,11,3,168.08,474,281.29,1
1777,428.3,39,35.77,17,16,0,352.76,148,419.82,0
1778,413.99,44,48.79,11,1,0,179.74,444,229.35,0
1779,709.39,7,17.33,137,8,6,260.57,78,458.61,1
1780,257.68,49,20.17,145,3,5,165.72,262,384.4,0
1781,476.9,79,56.35,32,11,4,380.44,760,353.8,1
1782,468.59,77,25.24,217,4,4,199.75,142,127.68,1
1783,249.77,80,51.03,204,7,2,773.71,553,301.86,1
1784,384.09,74,40.55,242,3,5,309.99,254,401.74,1
1785,484.55,65,70.0,313,9,1,761.32,387,445.7,1
1786,270.49,42,56.9,272,0,2,660.69,298,184.52,1
1787,216.81,61,50.45,107,3,0,259.23,424,261.78,1
1788,192.36,30,16.03,75,10,3,497.99,55,220.59,0
1789,537.94,54,18.29,108,13,6,159.75,231,329.14,1
1790,726.05,42,7.94,88,16,0,346.76,256,123.67,0
1791,553.14,80,28.87,292,3,0,296.51,634,235.18,1
1792,754.7,101,17.18,162,2,4,297.51,422,189.4,1
1793,695.87,90,50.12,319,4,0,692.16,601,351.49,1
1794,157.85,15,10.26,136,20,2,331.7,308,458.92,0
1795,156.67,59,34.83,0,11,0,737.42,164,484.07,0
1796,415.26,73,70.0,264,3,3,344.67,607,500.0,1
1797,268.6,1,9.83,75,20,4,115.18,335,190.8,0
1798,330.23,22,33.62,124,5,5,384.15,23,150.38,0
1799,89.53,75,14.69,222,10,0,161.51,305,398.77,0
1800,412.65,90,66.11,223,4,5,523.26,434,274.56,2
1801,300.64,56,26.86,288,12,2,429.92,451,299.81,1
1802,59.07,15,17.65,31,9,1,547.48,373,319.32,0
1803,378.8,33,14.25,119,19,1,338.09,0,316.32,0
1804,258.72,40,28.06,97,9,1,254.87,132,206.76,0
1805,611.07,28,31.06,140,19,4,274.05,438,500.0,1
1806,420.38,101,62.08,301,7,1,730.53,777,100.0,1
1807,406.72,1,26.05,180,0,0,574.1,464,100.0,0
1808,103.99,20,34.18,0,23,0,49.5,184,135.4,0
1809,66.3,28,22.47,166,0,0,242.97,213,128.69,0
1810,269.64,80,29.59,0,6,4,658.82,179,497.01,1
1811,481.65,89,38.34,168,18,5,732.74,561,272.02,1
1812,150.22,1,39.85,0,13,0,456.32,207,100.0,0
1813,241.45,20,17.69,62,13,0,554.3,77,347.26,0
1814,138.61,25,34.27,61,16,5,687.39,274,500.0,0
1815,964.59,108,70.0,353,11,2,999.0,713,362.85,2
1816,238.15,53,17.53,161,4,0,381.14,155,228.41,0
1817,378.36,62,38.75,88,2,0,346.24,430,211.31,1
1818,521.9,108,49.11,383,7,1,918.05,662,384.37,1
1819,364.14,27,28.32,0,11,1,46.62,241,252.08,0
1820,114.95,75,17.97,97,11,2,336.83,230,100.0,0
1821,479.34,81,6.47,81,12,2,328.45,0,336.43,0
1822,195.36,19,22.46,249,0,3,371.14,249,323.75,1
1823,428.75,68,60.43,315,12,5,774.35,547,477.93,1
1824,378.02,58,50.46,99,4,7,578.53,347,414.33,1
