major_topic,sub_topic,student_id,is_correct
Mathematics,Linear Algebra,507,1
Mathematics,Linear Algebra,492,1
Mathematics,Linear Algebra,501,1
Mathematics,Linear Algebra,357,1
Mathematics,Linear Algebra,411,1
Mathematics,Linear Algebra,252,1
Mathematics,Linear Algebra,1304,1
Mathematics,Linear Algebra,1010,0
Mathematics,Linear Algebra,240,0
Mathematics,Linear Algebra,727,0
Mathematics,Linear Algebra,1158,0
Mathematics,Linear Algebra,826,0
Mathematics,Linear Algebra,995,0
Mathematics,Linear Algebra,1287,0
Mathematics,Linear Algebra,1378,0
Mathematics,Linear Algebra,1420,0
Mathematics,Linear Algebra,1227,0
Mathematics,Linear Algebra,1025,0
Mathematics,Linear Algebra,1160,0
Mathematics,Linear Algebra,1276,0
Mathematics,Linear Algebra,666,0
Mathematics,Linear Algebra,1046,0
Mathematics,Linear Algebra,208,0
Mathematics,Linear Algebra,953,0
Mathematics,Linear Algebra,298,0
Mathematics,Linear Algebra,1132,0
Mathematics,Linear Algebra,582,0
Mathematics,Linear Algebra,1219,0
Mathematics,Linear Algebra,972,0
Mathematics,Linear Algebra,82,0
Mathematics,Linear Algebra,1144,0
Mathematics,Linear Algebra,325,0
Mathematics,Linear Algebra,952,0
Mathematics,Linear Algebra,1405,0
Mathematics,Linear Algebra,540,0
Mathematics,Linear Algebra,8,0
Mathematics,Linear Algebra,1191,0
Mathematics,Linear Algebra,651,0
Mathematics,Linear Algebra,261,0
Mathematics,Linear Algebra,871,0
Mathematics,Linear Algebra,1453,0
Mathematics,Linear Algebra,721,0
Mathematics,Linear Algebra,1430,0
Mathematics,Linear Algebra,1082,0
Mathematics,Linear Algebra,456,0
Mathematics,Linear Algebra,1377,0
Mathematics,Linear Algebra,853,0
Mathematics,Linear Algebra,852,0
Mathematics,Linear Algebra,1159,0
Mathematics,Linear Algebra,1342,0
Mathematics,Linear Algebra,134,0
Mathematics,Linear Algebra,87,0
Mathematics,Linear Algebra,320,0
Mathematics,Linear Algebra,307,0
Mathematics,Linear Algebra,51,0
Mathematics,Linear Algebra,449,0
Mathematics,Linear Algebra,1176,0
Mathematics,Linear Algebra,707,0
Mathematics,Linear Algebra,354,0
Mathematics,Linear Algebra,473,0
Mathematics,Linear Algebra,160,0
Mathematics,Linear Algebra,864,0
Mathematics,Linear Algebra,148,0
Mathematics,Linear Algebra,670,0
Mathematics,Linear Algebra,203,0
Mathematics,Linear Algebra,1037,0
Mathematics,Linear Algebra,1476,0
Mathematics,Linear Algebra,663,0
Mathematics,Linear Algebra,542,0
Mathematics,Linear Algebra,966,0
