,attrition,age,income,overtime
3577,1,45,4348,0
3578,0,54,3471,0
3579,1,31,2713,0
3580,0,39,6690,1
3581,1,32,4174,1
3582,1,52,2088,0
3583,1,38,2894,1
3584,0,39,5495,0
3585,0,57,2511,1
3586,1,39,2904,1
3587,0,40,3837,0
3588,1,34,2267,1
3589,1,42,3105,0
3590,0,55,6430,0
3591,0,57,5763,0
3592,0,57,6712,0
3593,1,57,4040,0
3594,1,30,3495,0
3595,0,38,5093,1
3596,1,25,3239,1
3597,1,44,3221,1
3598,1,43,4374,0
3599,0,28,5849,1
3600,1,32,5323,1
3601,1,30,3204,1
3602,1,35,3811,1
3603,1,49,3834,1
3604,1,38,2144,1
3605,1,41,4366,0
3606,1,26,2527,0
3607,1,28,5226,1
3608,1,40,2010,1
3609,1,44,3971,0
3610,1,48,4875,0
3611,0,55,6807,1
3612,0,59,5146,1
3613,1,44,2998,1
3614,0,33,6899,1
3615,1,47,5289,1
3616,1,34,3538,1
3617,1,39,2257,1
3618,1,31,3694,1
3619,1,42,3602,0
3620,0,58,5078,1
3621,1,37,3192,1
3622,1,53,2185,1
3623,0,29,6687,1
3624,1,48,2651,1
3625,1,39,5279,0
3626,0,25,6362,1
3627,1,38,4224,1
3628,1,53,2818,1
3629,0,42,5510,1
3630,1,27,2039,1
3631,1,52,6629,1
3632,0,45,4059,1
3633,1,54,4205,1
3634,0,38,4174,1
3635,0,48,6231,0
3636,1,32,4766,0
3637,0,30,6877,1
3638,1,33,5369,0
3639,1,30,4195,1
3640,1,29,5151,0
3641,1,57,4575,1
3642,1,52,2924,1
3643,0,50,5346,0
3644,1,45,3731,1
3645,1,51,2650,0
3646,1,39,3297,1
3647,1,40,4505,1
3648,1,33,2903,0
3649,1,30,3071,1
3650,1,32,5028,1
3651,1,47,3298,0
3652,0,35,4822,1
3653,1,47,5170,0
3654,0,25,6291,0
3655,0,57,6841,0
3656,1,45,2380,0
3657,1,52,2310,1
3658,0,44,3193,1
3659,1,56,2628,0
3660,0,26,6907,0
3661,1,31,4080,0
3662,1,43,2091,1
3663,0,45,6306,0
3664,0,38,5317,0
3665,0,38,6508,0
3666,0,55,6278,1
3667,1,26,2242,0
3668,0,56,5686,0
3669,1,59,3605,1
3670,0,41,6273,0
3671,1,57,3168,0
3672,1,37,4936,1
3673,0,43,4961,1
3674,0,49,6938,1
3675,1,45,4341,1
3676,1,56,4714,0
3677,0,48,5725,0
3678,0,31,6479,1
3679,0,37,6993,0
3680,1,58,3734,0
3681,0,54,5143,0
3682,1,45,2406,1
3683,1,32,2807,1
3684,0,31,6695,0
3685,1,54,2541,0
3686,1,51,5633,1
3687,0,29,3368,1
3688,1,50,3547,1
3689,1,43,2363,0
3690,1,39,2927,0
3691,1,59,2947,1
3692,0,44,5546,0
3693,0,25,4337,0
3694,1,56,4155,1
3695,1,26,4681,1
3696,1,32,2349,0
3697,0,31,4738,1
3698,0,58,5933,1
3699,0,47,5196,0
3700,0,52,5075,0
3701,0,45,4237,1
3702,0,50,5534,1
3703,1,25,3993,0
3704,1,33,5304,1
3705,1,42,4888,1
3706,1,41,5721,1
3707,0,57,2533,1
3708,0,44,5025,0
3709,0,43,6834,0
3710,1,44,5786,1
3711,1,38,2616,1
3712,0,47,6670,0
3713,1,36,2200,0
3714,1,36,4085,0
3715,0,47,4937,0
3716,0,42,5521,0
3717,0,33,4740,1
3718,1,45,2686,0
3719,1,56,2950,1
3720,1,38,4448,1
3721,0,50,5766,0
3722,0,26,4928,1
3723,1,54,3744,0
3724,1,51,4179,1
3725,0,28,4442,1
3726,0,46,6641,0
3727,0,39,4874,1
3728,1,45,5727,0
3729,0,58,6779,0
3730,1,31,2212,0
3731,0,39,6647,0
3732,1,31,4373,1
3733,1,49,4656,1
3734,1,26,4323,1
3735,1,51,2149,0
3736,0,29,6002,0
3737,0,46,6059,0
3738,1,28,3525,0
3739,1,58,2895,0
3740,0,25,4424,1
3741,0,52,4416,0
3742,0,28,5723,1
3743,1,45,4552,1
3744,0,37,6562,0
3745,1,46,3412,1
3746,1,50,2051,0
3747,1,39,6745,1
3748,0,48,6685,0
3749,1,33,2244,0
3750,1,42,2765,1
3751,1,56,4074,0
3752,1,47,5337,1
3753,1,53,4774,1
3754,1,56,6109,1
3755,1,55,2371,0
3756,1,32,3159,0
3757,1,47,3594,1
3758,0,33,6801,1
3759,0,55,6670,1
3760,1,54,2972,1
3761,0,30,5971,1
3762,1,31,5217,1
3763,1,40,5915,1
3764,0,34,6706,1
3765,1,28,4151,0
3766,1,50,3795,1
3767,0,26,5590,0
3768,1,26,2008,0
3769,1,30,4018,0
3770,0,28,5806,1
3771,0,43,4417,0
3772,1,59,3977,0
3773,0,59,6520,1
3774,0,54,4960,0
3775,1,32,3972,1
3776,1,40,2954,0
3777,0,27,6501,1
3778,1,41,5744,1
3779,1,45,2870,1
3780,1,26,3492,0
3781,0,25,5141,0
3782,0,41,6682,0
3783,1,51,3232,0
3784,0,30,5699,1
3785,1,41,3288,1
3786,1,52,3283,1
3787,1,36,3197,1
3788,1,58,4586,0
3789,1,25,4164,0
3790,0,29,4947,0
3791,0,40,5504,0
3792,0,46,5624,1
3793,1,34,2871,1
3794,0,47,6891,0
3795,0,50,5840,0
3796,0,43,6763,0
3797,1,40,5265,0
3798,1,40,3523,1
3799,1,46,4217,1
3800,1,31,2506,1
3801,0,40,5692,0
3802,1,31,3826,0
3803,0,34,6955,0
3804,1,48,3741,1
3805,1,48,2145,0
3806,0,51,5368,0
3807,0,25,5006,0
3808,0,27,5559,1
3809,0,57,6174,1
3810,1,55,3445,1
3811,1,47,5855,1
3812,0,34,4515,0
3813,0,28,4280,0
3814,1,26,4950,0
3815,1,35,4455,1
3816,0,38,6819,0
3817,0,31,3940,1
3818,0,41,6159,1
3819,1,44,3749,0
3820,1,49,3616,0
3821,1,56,3481,1
3822,1,59,3267,0
3823,0,31,5900,1
3824,1,52,5522,1
3825,0,59,5473,1
3826,1,53,2965,1
3827,1,38,2746,1
3828,1,35,5630,0
3829,0,35,6028,0
3830,0,59,6470,0
3831,1,54,4587,0
3832,0,47,6541,1
3833,1,55,3830,1
3834,1,46,2104,0
3835,1,47,4202,1
3836,0,46,6375,0
3837,0,56,6149,1
3838,1,57,3701,0
3839,1,29,3577,0
3840,0,44,6497,0
3841,1,52,3080,0
3842,1,52,3849,0
3843,1,34,2934,0
3844,1,31,5056,0
3845,0,28,5922,1
3846,0,41,6768,1
3847,0,47,3652,1
3848,1,33,4356,0
3849,1,45,3137,0
3850,1,48,2876,1
3851,1,26,2474,0
3852,1,37,4166,0
3853,1,45,4504,0
3854,1,26,3011,0
3855,1,39,3258,0
3856,0,30,6813,1
3857,1,28,4365,1
3858,1,49,4873,1
3859,1,25,4480,0
3860,1,40,3796,1
3861,1,38,2423,1
3862,0,25,6254,1
3863,1,31,3652,1
3864,0,42,6727,0
3865,0,35,5910,0
3866,0,26,5304,1
3867,0,43,5372,1
3868,0,59,6456,0
3869,1,32,3907,0
3870,1,30,2895,0
3871,1,44,2671,0
3872,1,35,2568,0
3873,1,31,2818,1
3874,1,34,3726,0
3875,0,49,5443,0
3876,1,37,3715,1
3877,1,29,2857,0
3878,1,43,3386,0
3879,1,31,3853,0
3880,0,29,5456,1
3881,0,43,6988,0
3882,1,28,2981,0
3883,0,58,5102,1
3884,0,38,5926,1
3885,1,50,2546,1
3886,0,36,6066,0
3887,1,35,6142,0
3888,1,36,2795,1
3889,0,50,6684,0
3890,1,26,3495,1
3891,0,34,5796,0
3892,1,50,4963,1
3893,1,48,4193,1
3894,1,26,2842,0
3895,0,42,6514,1
3896,0,46,5186,0
3897,0,32,6385,1
3898,0,44,5746,0
3899,0,37,4153,1
3900,0,38,6022,1
3901,0,52,3948,0
3902,1,41,2849,0
3903,0,58,5620,1
3904,1,25,5477,1
3905,1,41,3486,0
3906,0,56,5008,0
3907,1,51,2489,0
3908,1,41,2098,0
3909,1,50,5526,0
3910,0,27,4279,0
3911,1,30,3439,0
3912,0,41,6692,1
3913,0,57,5918,1
3914,0,36,6140,0
3915,0,50,4483,1
3916,0,35,6001,0
3917,1,49,3499,1
3918,1,45,4121,0
3919,1,50,3206,1
3920,1,27,2774,0
3921,0,42,4841,0
3922,1,36,5619,0
3923,1,53,4174,1
3924,1,31,3612,1
3925,1,48,2897,0
3926,1,27,2962,0
3927,1,37,4231,0
3928,0,45,5566,1
3929,0,57,5096,1
3930,0,33,6548,1
3931,1,33,2764,1
3932,1,28,5387,0
3933,0,42,5852,1
3934,1,33,4628,0
3935,1,26,4199,1
3936,1,32,4095,1
3937,1,29,3789,1
3938,1,51,2904,0
3939,0,33,4139,1
3940,1,51,3602,0
3941,0,27,6010,0
3942,1,34,2265,1
3943,0,39,6875,1
3944,0,35,4563,1
3945,1,58,4826,0
3946,1,45,3724,1
3947,1,43,3740,1
3948,1,53,2389,1
3949,0,33,6943,1
3950,0,58,5166,0
3951,1,29,2757,1
3952,0,47,4094,1
3953,1,54,2258,1
3954,1,29,2835,1
3955,0,59,6430,0
3956,0,49,6716,1
3957,0,44,5979,0
3958,1,51,4637,0
3959,0,36,5995,0
3960,0,55,5303,1
3961,1,25,2574,0
3962,1,40,2752,0
3963,0,57,6415,1
3964,1,59,2280,1
3965,0,47,6268,1
3966,0,53,6122,0
3967,0,45,6626,0
3968,0,46,4044,0
3969,1,25,2424,0
3970,1,35,2452,1
3971,1,31,4745,0
3972,1,46,4038,0
3973,0,34,5276,0
3974,1,41,6005,0
3975,0,54,6488,0
3976,1,34,5661,1
3977,1,55,2337,1
3978,1,31,3545,1
3979,0,29,6891,0
3980,1,33,5422,0
3981,1,48,3944,1
3982,1,57,2576,0
3983,0,41,6466,0
3984,1,28,3269,0
3985,1,32,5106,1
3986,1,50,4880,1
3987,1,32,3280,1
3988,1,36,5191,1
3989,1,43,2120,1
3990,1,27,3876,0
3991,0,34,6532,0
3992,0,48,6107,0
3993,1,42,2100,0
3994,1,32,3875,1
3995,0,44,6685,0
3996,1,28,5654,1
3997,0,42,6392,1
3998,1,49,2796,0
3999,1,47,3395,1
4000,0,33,5826,0
4001,0,27,5475,0
4002,0,58,6346,0
4003,1,31,2739,0
4004,1,37,2737,1
4005,1,33,4167,1
4006,1,48,2526,0
4007,1,46,4482,0
4008,1,42,3919,1
4009,1,39,4663,1
4010,0,30,4565,0
4011,1,43,3929,1
4012,1,44,3756,0
4013,1,34,2452,0
4014,0,36,5352,1
4015,1,38,2688,1
4016,0,39,6393,0
4017,1,42,4014,0
4018,1,29,3170,0
4019,1,57,4193,0
4020,0,31,5979,0
4021,1,37,3601,1
4022,0,28,4064,0
4023,0,26,4861,1
4024,1,55,5734,1
4025,1,45,4091,0
4026,0,57,6085,0
4027,1,56,2746,0
4028,1,41,2934,1
4029,0,56,5529,1
4030,0,57,6554,0
4031,0,28,4730,1
4032,1,28,3039,0
4033,1,33,2295,0
4034,1,35,3518,0
4035,1,33,3519,0
4036,1,46,3400,1
4037,0,59,5530,1
4038,1,57,2158,0
4039,1,45,4398,1
4040,1,38,2620,1
4041,1,46,2936,0
4042,1,44,2629,1
4043,0,39,4346,0
4044,1,50,3088,1
4045,1,53,3909,0
4046,0,37,5979,1
4047,0,28,6528,0
4048,1,40,3818,0
4049,0,44,4671,1
4050,1,33,6216,1
4051,1,54,5141,0
4052,0,25,5279,1
4053,0,59,5005,0
4054,1,45,6147,0
4055,1,35,2008,0
4056,1,58,3969,0
4057,0,26,6960,1
4058,1,27,3453,1
4059,0,39,4849,0
4060,1,57,4099,1
4061,1,35,2219,0
4062,0,42,6940,1
4063,1,50,3040,0
4064,0,53,4494,0
4065,0,25,5559,1
4066,1,50,3451,1
4067,0,37,4662,1
4068,1,57,3062,0
4069,0,59,4846,0
4070,1,42,4601,1
4071,1,37,2460,1
4072,1,40,4726,1
4073,1,49,3346,1
4074,1,31,3101,1
4075,0,59,2775,0
4076,0,37,5788,0
4077,1,44,4621,1
4078,1,42,4068,1
4079,1,56,3473,1
4080,0,59,6916,1
4081,1,50,4312,1
4082,1,27,2676,0
4083,1,56,3462,1
4084,0,53,4461,0
4085,1,40,3194,0
4086,1,46,4415,1
4087,1,36,3340,1
4088,1,56,3250,0
4089,0,36,4029,1
4090,1,37,3369,1
4091,1,45,5226,1
4092,1,25,2969,0
4093,1,40,2572,0
4094,1,28,6807,0
4095,0,56,5319,0
4096,1,42,2701,1
4097,1,28,3985,0
4098,0,29,5479,0
4099,0,49,5474,1
4100,1,47,2449,1
4101,1,56,3306,1
4102,0,56,4816,1
4103,0,42,5444,1
4104,0,32,6990,0
4105,1,30,4758,1
4106,1,42,5729,0
4107,0,34,5011,1
4108,0,30,6432,0
4109,1,49,3140,0
4110,0,30,6513,0
4111,0,56,5235,1
4112,1,48,4924,0
4113,1,34,3373,1
4114,1,36,3165,0
4115,1,55,3126,0
4116,1,38,5557,1
4117,1,47,3572,0
4118,1,53,4953,1
4119,1,57,2801,0
4120,1,51,4019,0
4121,1,29,3804,1
4122,0,47,6592,1
4123,1,46,2890,0
4124,0,44,6391,0
4125,1,56,3161,1
4126,1,48,2282,1
4127,0,39,4353,1
4128,1,36,4036,1
4129,0,42,6613,1
4130,0,48,6695,1
4131,0,45,5299,0
4132,1,32,3790,0
4133,1,40,3114,0
4134,1,42,3969,0
4135,0,27,6224,1
4136,1,47,2095,0
4137,1,54,2091,0
4138,1,26,3449,0
4139,0,42,4571,0
4140,0,35,6392,0
4141,1,34,3395,1
4142,0,29,6899,0
4143,0,31,2731,1
4144,0,51,6002,0
4145,0,52,5671,0
4146,1,54,5596,0
4147,0,49,5130,1
4148,1,43,5207,0
4149,0,53,3974,0
4150,1,51,3868,0
4151,0,49,6169,1
4152,0,57,6523,0
4153,0,25,4218,1
4154,1,33,4110,0
4155,0,51,6734,1
4156,0,27,6987,0
4157,0,56,6490,1
4158,0,38,5524,0
4159,0,45,6275,0
4160,1,53,2557,0
4161,0,37,6019,0
4162,0,34,6079,1
4163,1,26,3600,0
4164,0,36,6519,1
4165,1,47,2332,1
4166,1,32,6669,0
4167,1,29,2086,0
4168,1,29,4409,1
4169,1,57,2088,0
4170,0,28,5157,0
4171,1,47,3488,0
4172,1,51,2581,1
4173,1,29,4231,1
4174,0,26,6630,1
4175,1,31,3031,1
4176,1,30,3457,0
4177,0,58,6353,1
4178,1,48,2247,1
4179,1,45,2362,1
4180,0,51,6678,0
4181,0,34,3909,1
4182,1,51,2079,0
4183,0,34,5918,0
4184,1,41,2934,0
4185,0,39,3992,0
4186,1,43,2275,0
4187,1,53,4387,1
4188,0,31,5741,0
4189,0,53,4740,0
4190,1,27,2194,1
4191,1,37,3824,1
4192,1,29,5130,1
4193,0,51,6159,0
4194,1,26,3482,1
4195,0,30,5596,0
4196,0,53,5623,0
4197,0,36,3622,0
4198,1,50,4525,0
4199,1,48,4511,1
4200,1,44,2089,1
4201,0,47,6924,0
4202,1,42,4003,0
4203,1,40,3498,0
4204,0,33,6204,1
4205,0,33,4969,0
4206,1,34,4323,0
4207,1,31,2542,0
4208,0,38,6598,1
4209,1,42,5863,1
4210,0,59,6783,0
4211,1,59,2017,0
4212,0,41,5167,1
4213,0,26,6324,0
4214,0,30,6103,0
4215,1,50,4617,1
4216,0,50,4455,1
4217,1,53,4045,0
4218,1,48,5976,1
4219,0,58,6486,0
4220,0,59,5327,1
4221,0,36,5965,0
4222,1,36,3267,0
4223,1,37,4032,1
4224,1,48,3425,0
4225,1,50,4186,0
4226,1,34,4740,0
4227,0,44,5388,0
4228,1,29,3339,1
4229,0,37,5487,0
4230,1,46,4707,0
4231,0,31,6531,1
4232,1,31,5269,1
4233,0,59,6085,1
4234,0,29,4168,1
4235,0,34,2852,0
4236,1,34,3065,1
4237,0,54,6678,0
4238,0,36,6392,0
4239,0,28,3954,0
4240,1,30,3016,1
4241,1,26,4477,1
4242,0,56,6360,1
4243,0,29,4829,1
4244,1,48,2586,1
4245,0,42,6913,1
4246,1,34,4469,0
4247,1,28,3062,0
4248,1,56,5597,1
4249,0,59,6861,1
4250,1,59,4083,0
4251,0,44,6862,0
4252,0,56,5112,0
4253,1,55,5182,0
4254,0,28,3333,1
4255,1,30,5151,0
4256,1,26,2832,1
4257,0,52,5325,1
4258,1,49,4656,1
4259,1,36,2334,0
4260,1,52,2112,1
4261,0,34,6605,1
4262,1,28,3993,0
4263,1,28,3988,0
4264,1,57,2676,0
4265,1,26,4047,0
4266,0,59,5978,0
4267,1,56,4374,0
4268,1,41,5831,0
4269,1,53,3669,1
4270,1,56,4666,0
4271,1,28,4272,1
4272,0,46,4756,1
4273,1,58,5659,0
4274,0,25,5390,1
4275,0,27,6303,0
4276,1,29,2212,1
4277,1,27,2776,0
4278,1,58,3806,1
4279,1,54,3941,1
4280,0,42,5976,0
4281,0,52,5976,0
4282,0,38,6839,0
4283,1,27,3788,0
4284,0,41,6276,0
4285,0,48,4600,0
4286,1,38,4672,0
4287,1,42,3533,0
4288,0,36,5827,1
4289,1,47,3349,1
4290,1,37,5412,0
4291,1,31,3058,0
4292,0,43,6842,1
4293,1,30,4082,0
4294,1,57,3624,1
4295,1,47,3508,1
4296,0,38,6345,0
4297,1,36,2142,0
4298,0,51,5343,0
4299,1,57,6255,1
4300,1,52,2709,1
4301,1,35,3076,0
4302,0,26,6293,0
4303,0,38,6740,1
4304,1,52,3525,1
4305,1,27,4796,1
4306,0,27,6669,0
4307,0,40,4896,1
4308,1,47,4043,0
4309,1,47,3781,0
4310,1,42,2497,0
4311,1,27,2145,1
4312,0,53,5481,0
4313,0,36,6724,1
4314,1,57,2909,1
4315,0,37,3510,0
4316,1,32,2116,1
4317,1,51,2905,0
4318,1,44,3103,1
4319,1,59,2516,0
4320,1,36,3840,1
4321,1,34,3551,0
4322,0,55,6700,0
4323,1,34,3810,0
4324,1,57,2055,0
4325,0,36,5882,1
4326,0,53,5732,0
4327,1,51,3884,1
4328,1,58,2442,1
4329,1,43,6367,0
4330,0,53,6267,0
4331,0,29,6229,1
4332,1,26,3201,1
4333,0,28,6312,1
4334,1,58,3392,1
4335,0,49,5661,0
4336,1,59,4913,1
4337,1,27,2700,0
4338,1,28,2936,0
4339,1,44,2244,1
4340,1,43,3890,0
4341,1,59,3513,0
4342,1,30,4022,1
4343,1,47,3097,1
4344,1,49,2977,0
4345,0,26,4470,0
4346,0,35,5834,0
4347,1,41,3821,0
4348,0,38,3987,0
4349,1,36,3536,0
4350,0,32,6334,0
4351,0,59,6396,0
4352,1,51,2957,0
4353,1,47,2148,1
4354,0,38,4934,0
4355,1,44,2756,0
4356,1,57,3864,1
4357,1,43,3754,0
4358,0,26,3511,0
4359,1,27,3135,1
4360,1,32,4313,1
4361,0,45,6012,0
4362,0,33,5293,0
4363,1,36,2937,1
4364,0,34,6503,1
4365,1,40,2394,1
4366,1,31,3073,0
4367,0,53,6074,0
4368,1,27,3322,1
4369,0,26,6685,1
4370,1,27,3180,1
4371,1,40,4424,0
4372,1,49,2516,0
4373,1,54,3865,1
4374,1,46,3025,0
4375,1,35,3475,0
4376,1,29,3496,0
4377,0,49,5450,0
4378,0,50,6673,1
4379,1,43,3259,0
4380,1,29,4585,1
4381,1,28,4800,0
4382,0,31,6322,1
4383,1,35,3387,1
4384,0,40,5486,0
4385,1,55,2211,0
4386,0,46,6944,1
4387,1,48,3259,0
4388,1,28,2957,0
4389,0,50,3899,1
4390,1,42,3033,1
4391,0,45,6990,0
4392,0,43,5189,1
4393,1,59,4168,0
4394,0,40,4288,1
4395,1,27,5526,0
4396,1,49,3220,1
4397,1,53,2110,1
4398,1,53,4692,1
4399,1,35,2152,0
4400,1,45,4519,1
4401,0,35,6576,1
4402,0,33,4966,0
4403,0,32,5278,0
4404,1,57,3523,1
4405,0,48,6498,0
4406,1,31,2026,1
4407,0,47,5595,1
4408,1,37,4159,1
4409,0,54,4729,1
4410,1,53,3963,0
4411,0,52,6119,1
4412,0,53,6613,1
4413,1,35,4131,1
4414,0,31,3146,0
4415,0,33,4498,0
4416,1,29,3124,0
4417,0,57,5088,0
4418,1,34,4975,1
4419,1,32,5585,1
4420,1,35,2005,1
4421,0,57,5471,1
4422,0,45,6201,0
4423,0,55,3720,0
4424,0,29,6190,1
4425,1,33,2503,0
4426,1,54,5655,1
4427,0,32,5722,0
4428,1,40,2105,0
4429,1,46,3480,0
4430,1,53,3355,1
4431,1,25,5759,0
4432,0,48,6987,0
4433,1,49,5031,0
4434,0,57,4994,1
4435,1,29,4378,0
4436,0,33,3740,1
4437,0,53,2337,1
4438,1,58,4816,0
4439,0,38,6724,0
4440,0,27,6984,1
4441,1,42,3829,0
4442,1,41,4123,1
4443,1,37,4980,0
4444,1,31,2450,1
4445,1,55,2523,0
4446,1,54,6894,0
4447,1,37,3229,0
4448,1,44,4589,1
4449,1,57,2293,0
4450,0,50,6153,0
4451,0,34,5074,0
4452,0,38,4414,0
4453,0,37,6747,0
4454,1,44,4348,1
4455,0,47,6825,0
4456,0,31,4204,1
4457,1,29,2786,1
4458,1,55,3870,1
4459,0,25,5951,1
4460,1,51,3760,0
4461,1,58,3032,1
4462,0,34,5210,0
4463,1,56,4415,1
4464,1,36,2251,1
4465,1,50,3201,1
4466,1,38,4348,0
4467,1,29,5415,0
4468,1,50,2577,1
4469,0,43,5015,1
4470,1,51,4939,0
4471,0,43,6361,0
4472,1,55,4196,0
4473,0,44,4878,0
4474,1,45,4244,1
4475,1,36,3161,1
4476,1,25,2969,1
4477,0,34,6327,1
4478,1,37,4057,0
4479,0,38,6484,0
4480,0,57,6559,1
4481,0,32,6225,0
4482,0,36,6843,0
4483,0,55,4415,0
4484,0,59,3555,0
4485,1,46,2882,1
4486,1,29,2794,1
4487,0,41,4935,1
4488,1,59,3012,1
4489,1,59,2340,1
4490,1,54,2944,0
4491,1,50,5245,1
4492,1,35,5138,1
4493,0,47,6431,1
4494,1,47,5918,1
4495,1,28,2787,1
4496,0,53,5280,0
4497,0,44,3926,0
4498,1,31,2641,1
4499,0,25,5806,0
4500,1,47,2782,1
4501,0,41,6425,0
4502,0,31,6329,0
4503,1,26,4814,1
4504,0,37,5638,0
4505,0,42,5758,1
4506,0,54,4715,0
4507,1,59,2985,0
4508,0,53,6433,1
4509,0,34,4191,1
4510,1,59,2330,1
4511,1,57,6101,1
4512,0,50,6012,1
4513,0,48,6640,0
4514,1,34,2754,1
4515,1,52,4866,0
4516,0,35,6923,1
4517,1,45,4181,1
4518,1,36,5678,0
4519,1,31,3924,0
4520,0,59,6230,1
4521,1,53,2658,0
4522,1,42,6439,0
4523,1,59,5618,1
4524,0,35,5489,1
4525,1,42,2411,1
4526,0,26,6504,1
4527,0,28,5105,1
4528,1,57,5914,0
4529,1,43,2023,1
4530,1,56,2073,1
4531,1,30,5599,0
4532,0,35,4447,1
4533,1,56,4205,1
4534,1,47,3564,1
4535,0,42,6733,1
4536,0,39,4778,1
4537,1,27,5508,1
4538,0,26,3196,0
4539,0,52,6454,0
4540,1,57,3202,1
4541,0,36,6147,1
4542,1,40,3099,0
4543,1,53,4144,1
4544,0,52,6790,0
4545,1,44,3071,1
4546,1,40,2073,1
4547,1,45,2279,1
4548,0,40,5868,0
4549,1,49,2619,1
4550,0,28,5715,1
4551,0,45,5716,1
4552,1,49,3311,1
4553,1,43,5523,1
4554,1,58,4096,0
4555,0,59,5934,0
4556,0,43,4792,1
4557,1,46,5015,0
4558,1,53,2087,1
4559,1,27,4405,1
4560,0,54,6609,1
4561,0,37,4435,0
4562,1,37,4041,1
4563,1,26,4683,1
4564,1,42,2502,1
4565,1,59,4099,1
4566,1,29,3686,0
4567,0,46,4864,1
4568,1,36,2990,1
4569,1,34,4120,0
4570,1,53,2227,0
4571,1,48,4432,0
4572,1,25,5096,1
4573,1,52,5034,0
4574,0,57,6035,1
4575,1,40,3244,0
4576,0,27,5693,0
4577,0,37,6081,1
4578,1,50,3987,0
4579,1,42,2064,0
4580,0,55,6064,1
4581,0,28,6170,0
4582,1,53,6285,1
4583,0,59,6381,0
4584,1,59,2812,1
4585,0,54,5800,1
4586,0,31,5116,0
4587,1,39,3988,1
4588,1,54,3107,0
4589,0,49,6079,1
4590,1,59,5414,0
4591,0,45,5701,1
4592,0,30,5541,1
4593,0,38,5406,0
4594,0,41,6525,0
4595,1,55,2520,0
4596,1,58,2627,1
4597,1,54,3232,0
4598,1,41,3504,0
4599,0,33,6568,0
4600,1,57,5631,0
4601,1,49,4153,0
4602,1,36,2416,1
4603,1,31,6448,1
4604,1,40,4671,0
4605,1,27,2526,0
4606,1,37,4445,1
4607,0,51,6049,0
4608,0,27,6735,1
4609,0,27,4940,0
4610,0,31,6778,0
4611,1,34,2065,0
4612,0,36,5965,0
4613,0,25,5625,0
4614,0,36,4796,0
4615,0,51,5487,1
4616,1,37,3401,0
4617,0,30,5703,1
4618,1,55,3533,1
4619,1,38,2079,0
4620,1,57,2008,0
4621,0,35,6361,1
4622,1,49,4273,0
4623,1,38,2654,0
4624,1,59,6553,0
4625,1,30,3197,0
4626,1,42,3979,1
4627,1,37,3290,1
4628,0,33,5471,0
4629,1,51,2866,0
4630,1,46,2145,0
4631,1,25,2891,1
4632,1,39,2879,0
4633,1,37,4431,0
4634,1,48,2453,0
4635,1,57,2327,1
4636,0,36,6876,0
4637,1,59,2481,1
4638,1,51,2230,1
4639,1,55,2195,0
4640,0,48,6677,0
4641,1,27,2973,1
4642,1,58,2745,1
4643,1,29,2070,0
4644,1,34,3959,1
4645,1,25,5363,1
4646,1,41,3804,1
4647,1,58,3140,0
4648,1,43,2379,0
4649,1,45,4476,1
4650,0,49,6161,0
4651,0,43,6519,1
4652,0,51,4313,0
4653,0,46,5275,1
4654,1,41,2064,1
4655,1,44,3621,0
4656,0,53,6902,1
4657,1,57,3513,1
4658,0,28,5818,0
4659,0,32,5073,0
4660,1,56,3207,1
4661,1,36,3555,1
4662,0,26,4756,0
4663,1,45,4200,1
4664,0,52,6194,0
4665,1,58,3609,0
4666,1,39,4988,0
4667,1,52,5287,0
4668,1,30,4876,1
4669,1,40,2456,1
4670,0,45,6075,1
4671,1,58,4939,0
4672,0,55,6082,1
4673,0,45,6716,0
4674,0,39,5152,0
4675,0,33,6253,0
4676,1,33,3023,0
4677,1,52,3583,1
4678,1,42,3117,1
4679,1,54,2746,0
4680,0,59,4789,0
4681,1,42,2885,0
4682,0,36,6825,0
4683,1,33,5320,0
4684,1,45,3556,1
4685,0,55,6275,0
4686,0,26,4387,1
4687,1,25,3930,1
4688,1,45,3442,1
4689,1,44,2150,1
4690,1,53,3115,1
4691,0,35,5090,1
4692,1,48,2909,0
4693,1,47,4330,1
4694,1,37,3126,1
4695,1,29,4469,1
4696,0,59,6484,0
4697,1,36,4566,1
4698,1,54,5343,0
4699,1,28,2269,1
4700,1,48,2534,0
4701,1,47,4270,0
4702,1,40,3103,0
4703,1,32,2491,1
4704,1,35,2538,0
4705,1,30,3030,1
4706,1,33,3929,0
4707,0,38,6750,1
4708,1,32,3089,1
4709,1,28,4309,1
4710,1,51,2110,1
4711,1,45,4274,0
4712,1,46,2601,0
4713,1,34,2574,1
4714,0,49,6104,1
4715,1,54,3012,0
4716,1,37,3353,0
4717,0,29,6889,1
4718,0,31,5410,1
4719,1,28,4919,1
4720,0,57,5684,1
4721,1,40,5838,1
4722,1,42,3199,1
4723,1,32,4295,0
4724,0,28,3526,1
4725,1,34,3883,1
4726,1,54,3842,0
4727,0,51,5952,0
4728,0,30,6199,0
4729,1,32,3069,1
4730,0,49,6668,1
4731,0,50,6024,1
4732,1,34,2359,1
4733,1,28,2171,0
4734,1,55,2944,0
4735,1,39,2673,0
4736,0,44,6892,1
4737,0,35,5867,1
4738,1,28,2327,1
4739,0,25,6894,1
4740,0,42,4864,1
4741,0,43,6376,0
