id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
35490739,Times Square Studio -- Central location yet quiet,206222230,Neil,Manhattan,Theater District,40.7572,-73.98628000000001,Entire home/apt,10,1,2019-06-13,1.0,1,17,180
25807578,Cute Brooklyn One Bedroom Apartment,22208953,Kirstie,Brooklyn,Prospect-Lefferts Gardens,40.65548,-73.95707,Entire home/apt,7,5,2018-08-06,0.39,1,1,100
17605729,Clean Green Artsy Apartment with Great Kitchen,90731801,Domenica,Manhattan,East Village,40.72833,-73.98118000000001,Private room,3,3,2017-06-09,0.11,1,0,70
5002867,The Red House,262760,Megan,Brooklyn,Flatbush,40.6404,-73.9612,Private room,1,24,2017-05-31,0.52,1,0,75
32450257,Quiet Upper Manhattan Apt - Whole Apt Not Shared!!,1197307,Evie,Manhattan,Washington Heights,40.85326,-73.93813,Entire home/apt,3,0,,,1,12,80
14981124,Nice Private room in quiet 2 level Brownstone!,24140532,Josh,Brooklyn,Bedford-Stuyvesant,40.69402,-73.94529,Private room,3,63,2019-06-07,1.91,4,291,50
4053471,Apartment in Heart of Greenpoint,3967335,Molly,Brooklyn,Greenpoint,40.72607,-73.95103,Private room,2,26,2019-06-20,0.45,2,6,65
12941015,2BR Apt in East Village,406843,Trevor,Manhattan,East Village,40.72889,-73.98006,Entire home/apt,3,33,2019-06-23,0.9,2,80,250
15480133,BEST location & big cool apartment in Williamsburg,20534715,Ben,Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,3,16,2019-05-05,0.49,1,3,250
35058541,"Clean, Cozy, Private Bath &  Bedroom  Apartment",264088176,Cecilia,Bronx,Throgs Neck,40.81869,-73.82233000000001,Entire home/apt,2,3,2019-07-05,3.0,1,120,99
10377405,Little Italy/Soho,2983459,Jesper,Manhattan,Nolita,40.72174,-73.99639,Entire home/apt,2,5,2016-10-07,0.12,1,0,200
2500560,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.71009,-73.95741,Entire home/apt,2,46,2019-02-18,0.72,3,14,175
3302921,Cozy quiet East Village room/en suite bathroom,16680861,Carrie,Manhattan,East Village,40.72749,-73.99070999999999,Entire home/apt,2,138,2019-06-23,2.86,1,203,189
28564317,1Brooklyn budget room in bushwick,215577249,Charlie And Selena,Brooklyn,Bushwick,40.69198,-73.9038,Private room,2,26,2019-06-24,2.82,8,349,65
17481087,Gorgeous and Renovated Chelsea Apartment,24037775,Karen,Manhattan,Chelsea,40.74392,-73.9946,Entire home/apt,4,0,,,1,0,250
20071750,Huge duplex with yard - 15 mins to Manhattan!,3309814,Monica,Brooklyn,Bushwick,40.69983,-73.92814,Entire home/apt,3,0,,,1,0,154
35096744,Evergreen Modern | ♥ Lovely Room for 2 ♥,252641757,Jess,Brooklyn,Bedford-Stuyvesant,40.68526,-73.92693,Private room,1,6,2019-07-07,5.45,1,180,65
14036591,Lovely room and location! - Williamsburg duplex,5367097,Benjamin,Brooklyn,Williamsburg,40.70658,-73.95000999999999,Private room,30,0,,,1,0,45
13539571,Charming bedroom in E. Williamsburg,12377856,Bridget,Brooklyn,Williamsburg,40.70705,-73.94326,Private room,2,0,,,1,0,80
31919779,Comfortable 1.5 Bedroom With Private Back Patio,9472223,Arthur,Manhattan,Morningside Heights,40.80636,-73.9578,Entire home/apt,3,0,,,3,0,79
32332953,Glorious Bedstuy: Large room with a work station.,148102066,Beauty,Brooklyn,Bedford-Stuyvesant,40.69433,-73.9432,Private room,1,22,2019-07-07,4.49,4,282,60
10417282,Best bedroom in heart of Astoria,53652520,Allie,Queens,Astoria,40.76771,-73.91675,Private room,1,0,,,1,0,60
32740570,Sonder | The Nash | Chic Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.7488,-73.97522,Entire home/apt,2,8,2019-06-22,1.95,327,105,240
13170825,Sunny and spacious 1 bedroom Brooklyn apartment,27556149,Ja'Tovia,Brooklyn,Bedford-Stuyvesant,40.68444,-73.94821999999999,Entire home/apt,5,2,2016-07-18,0.05,1,0,75
34123769,private room in new luxury building,257656654,Viola,Brooklyn,Prospect-Lefferts Gardens,40.656290000000006,-73.95177,Private room,120,0,,,1,365,36
19017889,2bed Williamsburg Loft w Roof Access + City Views,92342,Ashley,Brooklyn,Williamsburg,40.72059,-73.95846999999999,Entire home/apt,3,42,2018-11-04,1.71,1,0,220
18216372,Private room in Sunnyside 15 min to Manhattan,27966322,Mustafa,Queens,Sunnyside,40.73677,-73.9168,Private room,2,2,2017-05-18,0.08,1,40,60
9470554,Private bedroom available in the East Village,49082748,Robert,Manhattan,East Village,40.72911,-73.98151,Private room,14,99,2019-07-03,2.32,1,21,85
5105768,"Close to subway, Manhattan, & shops with kitchen",26382036,William,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,5,31,2019-05-27,0.64,2,64,120
10772141,Luxury Building 5 Mins- Times Sq,55718379,Aaash,Manhattan,Hell's Kitchen,40.76407,-73.98868,Entire home/apt,30,0,,,1,364,169
19830008,Charming Private Room in the heart of East Village,139942077,Sahar,Manhattan,East Village,40.723040000000005,-73.98089,Private room,1,80,2019-06-28,3.35,1,340,125
3791554,Cosy Inwood apartment,5810195,Emilie,Manhattan,Inwood,40.85988,-73.92709,Private room,1,13,2019-06-30,1.18,2,233,39
4781700,Cool Room in NYC,24655252,Gabriel,Manhattan,Hell's Kitchen,40.7637,-73.98985,Private room,17,24,2019-06-03,0.45,1,86,65
30885018,"Country home in Manhattan, w/ fireplace, backyard!",3757699,Jeremiah,Manhattan,Upper West Side,40.79272,-73.97069,Entire home/apt,20,0,,,2,0,515
6325210,Elegant Master Suite NYC Brownstone,3471761,Kevin & Yuan,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92347,Entire home/apt,5,2,2016-06-04,0.04,2,0,109
22251732,Bed-Stuy (20mins to Manhattan/Williamsburg/Queens),162598902,Finnían,Brooklyn,Bedford-Stuyvesant,40.6861,-73.95161,Private room,4,2,2018-01-01,0.11,1,0,40
20304193,"Quiet,Comfy&Spacious Room near F/G train",104836016,Qingming,Brooklyn,Kensington,40.64007,-73.98011,Private room,2,29,2019-06-16,1.25,4,170,66
11544577,COLUMBIA PRESBYTERIAN MED CTR *1 Bedroom* Apt,25237492,Juliana,Manhattan,Washington Heights,40.84098,-73.94085,Entire home/apt,30,7,2018-12-01,0.18,34,252,110
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73442,-74.00303000000001,Entire home/apt,29,26,2019-07-01,0.25,1,12,115
33739054,Family Friendly East Village Brownstone 2-Floors,52826,Tom,Manhattan,East Village,40.72235,-73.97771999999999,Entire home/apt,30,0,,,2,56,165
2257064,Sunny Room in Heart of Williamsburg,11526701,Victor,Brooklyn,Williamsburg,40.71357,-73.96279,Private room,4,3,2016-01-05,0.05,1,0,75
8781837,"Amazing, Modern East Village Loft",4380547,Rishie,Manhattan,East Village,40.73046,-73.98094,Entire home/apt,7,0,,,1,0,395
23784498,Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn,1302843,Rebeca,Brooklyn,Bedford-Stuyvesant,40.68891,-73.93663000000001,Entire home/apt,3,28,2019-06-14,1.78,1,25,200
28076377,"Bushwick Brownstone, Long-Term Stay",87767243,David,Brooklyn,Bedford-Stuyvesant,40.68252,-73.91467,Private room,4,0,,,2,0,41
6509338,Vintage 1B Artist Loft in Brooklyn,25441469,Kyle,Brooklyn,Prospect-Lefferts Gardens,40.6587,-73.95911,Entire home/apt,2,2,2018-03-04,0.09,1,0,85
7699156,One bedroom at Dream Location,820649,Ivo,Manhattan,Murray Hill,40.74751,-73.97676,Entire home/apt,1,0,,,1,0,190
19448363,Cozy walk up 3 blocks from Times Square,40823628,Romé,Manhattan,Hell's Kitchen,40.76298,-73.99438,Private room,3,49,2019-06-25,1.98,1,216,99
10244467,Gramercy Suite at The Loralei B&B,18652590,Robert2,Brooklyn,Flatbush,40.63177,-73.96341,Private room,2,0,,,1,0,185
276216,Nights in White Satin in the Slope,1440691,Dena,Brooklyn,Sunset Park,40.65992,-73.99042,Entire home/apt,180,1,2016-09-01,0.03,1,365,127
29281707,Riverside Private Room,220605010,Riverside,Manhattan,Washington Heights,40.83773,-73.94415,Private room,3,0,,,1,178,125
26691677,Small 3rd story Room off BRKLYN-QUEENS Expressway,56616801,James,Brooklyn,Greenpoint,40.724140000000006,-73.93966999999999,Private room,1,4,2018-10-29,0.34,1,0,25
33614017,My awesome room :0),39837217,Leo,Brooklyn,Bushwick,40.70069,-73.93675999999999,Private room,3,0,,,2,15,70
30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,4,2,2019-01-03,0.25,1,8,200
7331835,Bright Studio heart of LES,23851015,Suwan,Manhattan,Lower East Side,40.72157,-73.98489000000001,Entire home/apt,2,0,,,1,0,130
7094976,1 private bedroom in cool BK hood!!,1714147,Nastasha,Brooklyn,Crown Heights,40.67101,-73.9525,Private room,4,0,,,1,0,44
27722209,New York Hotel,209291543,Christine,Manhattan,Midtown,40.75355,-73.97352,Private room,7,3,2019-05-30,1.23,1,184,400
3048234,Best Deal/Columbus Circle/Renovated,1475015,Mike,Manhattan,Hell's Kitchen,40.76866,-73.98616,Entire home/apt,30,6,2018-10-04,0.1,52,365,87
22361657,Friendly and Artsy Brooklyn Bedroom,5778653,Trisha,Brooklyn,Bedford-Stuyvesant,40.69671,-73.94896,Private room,1,1,2017-12-31,0.05,1,0,45
16736830,Modern & classic 3-BR apt in private brownstone,4547658,Christine,Brooklyn,Park Slope,40.67451,-73.97501,Entire home/apt,2,119,2019-07-05,4.08,1,65,275
30938001,"Huge 400 sf BR, amazing location",6857284,Hadley,Brooklyn,Prospect Heights,40.6805,-73.97376,Private room,2,3,2019-01-30,0.49,1,0,45
27827110,private room in a shared apartment,141400974,Öykü,Manhattan,Harlem,40.80913,-73.94614,Private room,14,5,2019-01-25,0.47,1,0,45
15968094,Lovely & welcoming apartment in Bed-Stuy,84495247,Kyle,Brooklyn,Bedford-Stuyvesant,40.68318,-73.93496999999999,Entire home/apt,4,78,2019-06-24,2.54,1,84,169
1732498,Hip Two Story BK Apt w/Private Yard,1818792,Clarissa & Rich,Brooklyn,Greenpoint,40.72716,-73.94971,Entire home/apt,2,25,2016-10-18,0.44,1,5,199
30249168,UWS Lofted Studio just off Central Park,27126531,Bronwyn,Manhattan,Upper West Side,40.77642,-73.97986999999999,Entire home/apt,3,3,2019-01-02,0.42,1,0,150
28732998,Quintessential Tribeca Loft,3612407,Mag,Manhattan,Tribeca,40.7172,-74.00675,Entire home/apt,3,3,2018-12-08,0.33,1,17,295
29734635,Cozy 1BR near Brooklyn Waterfront by NÔM Stays,732460,Nôm,Brooklyn,Williamsburg,40.71067,-73.96629,Entire home/apt,29,1,2018-12-10,0.14,7,0,120
18840735,Light & Cozy SoHo Hacienda,130815919,Frank,Manhattan,SoHo,40.72633,-74.00206999999999,Entire home/apt,2,109,2019-07-01,4.29,1,32,205
20112687,Awesome Privat Room+Privat bathroom in Bushwick,41861163,Vivian,Brooklyn,Bushwick,40.69521,-73.90959000000001,Private room,7,0,,,1,0,50
30495769,"Luxury building, best location in williamsburg!!",17486626,Alessandro,Brooklyn,Williamsburg,40.7177,-73.96346,Private room,9,1,2019-01-31,0.19,2,15,70
23763367,Astoria Prime,178237936,Jay,Queens,Astoria,40.77451,-73.92712,Entire home/apt,2,68,2019-06-29,4.33,1,64,89
22663674,2-bedroom in the heart of Upper West Side.,3889408,Jed,Manhattan,Upper West Side,40.78296,-73.98252,Entire home/apt,2,47,2019-06-27,2.79,1,269,545
7733896,Big Master bedroom with attached Private Bathroom,1036161,Blake,Brooklyn,Bedford-Stuyvesant,40.68242,-73.95016,Private room,1,88,2019-06-02,1.84,2,60,220
22452536,"Beautiful 1 BR Apartment, Convenient Location",54554971,Alyse,Manhattan,Kips Bay,40.74036,-73.98301,Entire home/apt,2,33,2018-12-18,1.79,1,0,150
13883393,One Bedroom Apartment- Only 15 min to Time Square!,82179512,Mingmar,Queens,Woodside,40.74399,-73.89817,Entire home/apt,1,162,2019-06-23,4.45,1,332,87
17040990,Luxury building in Fort Greene.,1434069,Nathan,Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,1,0,,,1,26,126
35268845,Your perfect getaway with a friendly hostess!,265534664,Maria,Queens,Long Island City,40.75365,-73.92246999999999,Private room,6,0,,,1,313,48
5185359,1.5 Bedroom - Artist's Retreat,5788393,Amy,Queens,Long Island City,40.76117,-73.9265,Entire home/apt,2,19,2018-02-17,0.41,1,0,105
21014202,曼哈顿林肯中心一室一厅,97044757,柏润,Manhattan,Upper West Side,40.77312,-73.98819,Private room,1,11,2018-06-10,0.5,2,0,78
28396,Modern Apt with Spectacular Views,6197784,Jo,Brooklyn,Williamsburg,40.71923,-73.96468,Private room,1,9,2011-09-18,0.08,1,245,90
36176125,2 Bedroom 10 Minutes from JFK on the 1st floor,52997121,Iwona,Queens,Jamaica,40.67606,-73.78288,Entire home/apt,1,0,,,4,90,250
3826226,Brooklyn 2 bedroom Apartment,15733420,Marcus,Brooklyn,Bedford-Stuyvesant,40.68252,-73.94443000000001,Entire home/apt,4,138,2019-06-24,2.66,2,322,165
1863930,2nd@THROOP MANSION ,3351261,Kris,Brooklyn,Bedford-Stuyvesant,40.68864,-73.94166,Entire home/apt,1,93,2018-04-29,1.51,1,0,120
21633212,NYC Garden Escape (2 min to subway),155938307,John,Manhattan,Harlem,40.81264,-73.94601999999999,Entire home/apt,2,55,2019-06-16,3.5,1,133,225
6700860,"Family Friendly, Brooklyn, NYC 2br",35075473,Amanda,Brooklyn,Carroll Gardens,40.67885,-74.00027,Entire home/apt,5,5,2016-08-28,0.1,1,0,150
19979892,"Sheepshead Bay, 1-bdr apartment. Close to all!",138913479,Svetlana,Brooklyn,Sheepshead Bay,40.58745,-73.95709000000001,Entire home/apt,2,41,2019-07-06,1.77,1,142,130
15888227,"Spacious, bright room, prime Williamsburg location",11917115,Claudia,Brooklyn,Williamsburg,40.71497,-73.96145,Private room,3,0,,,1,0,110
28979690,My Place,218428676,Barbie,Manhattan,Washington Heights,40.83912,-73.94327,Private room,1,0,,,1,363,140
23785875,Large Manhattan Duplex 30 mins to Times Square!,137916804,Asia,Manhattan,Washington Heights,40.85395,-73.93335,Entire home/apt,4,31,2019-07-01,2.16,1,286,300
16274966,Artist Loft Bushwick - The Bird's Nest,65800377,Benny,Brooklyn,Bushwick,40.70068,-73.92225,Private room,2,9,2019-07-07,0.29,3,79,39
1112070,Private Room & Bath in Brooklyn!,350702,Autumn,Brooklyn,Crown Heights,40.66773,-73.96144,Private room,2,132,2019-06-30,1.75,1,354,95
20275670,Amazing Studio step away from Time Square/53C,48146336,Irina,Manhattan,Hell's Kitchen,40.76152,-73.99388,Entire home/apt,30,4,2019-05-31,0.19,20,332,130
10887852,Cozy Hell's Kitchen Apt,39754804,Karen,Manhattan,Hell's Kitchen,40.76438,-73.99481999999999,Entire home/apt,1,64,2019-06-22,1.88,1,0,125
34543513,"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",232596712,Jessica,Manhattan,Upper West Side,40.77808,-73.9806,Entire home/apt,30,0,,,6,339,950
28332207,Private bedroom with bathroom in clean quiet space,212899703,Ms. Debra,Queens,Jamaica,40.67783,-73.76637,Private room,2,2,2019-04-15,0.26,3,26,83
15394503,Cozy East Village Studio,7025954,Nathan,Manhattan,East Village,40.72188,-73.9826,Private room,3,11,2017-10-30,0.33,1,0,99
31135611,Pvt Room for Two Near JFK 6 mi/ LGA 10 mi- Olive,230025652,Kafayat,Queens,Queens Village,40.70533,-73.7485,Private room,2,13,2019-04-27,2.06,4,6,38
8145603,"Spacious, Beautiful, Private Room",43007744,Ardis,Queens,Ditmars Steinway,40.77433,-73.91734,Private room,4,32,2019-06-21,0.72,1,303,80
21355005,Large room in the Upper West Side!,25880686,Davide,Manhattan,Upper West Side,40.80049,-73.97159,Private room,10,0,,,1,0,89
2232600,,11395220,Anna,Manhattan,East Village,40.73215,-73.98821,Entire home/apt,1,28,2015-06-08,0.45,1,341,200
20650417,"Sunny, Relaxing Oasis in Williamsburg",2203563,Sarah,Brooklyn,Williamsburg,40.711940000000006,-73.94892,Private room,2,0,,,1,0,150
22553501,Central Park Cozy Home,165715198,Robert,Manhattan,Midtown,40.76006,-73.96540999999999,Private room,1,52,2019-05-26,2.88,1,128,70
16380794,Brooklyn’s lovely Luxurious Suite sleeps 5,107294313,Sam,Brooklyn,Bay Ridge,40.63835,-74.02614,Entire home/apt,2,93,2019-06-30,3.02,1,217,139
8700,Magnifique Suite au N de Manhattan - vue Cloitres,26394,Claude & Sophie,Manhattan,Inwood,40.867540000000005,-73.92639,Private room,4,0,,,1,0,80
14804934,Spacious room on the East River!,14614459,Dario,Manhattan,East Harlem,40.78608,-73.94305,Private room,3,14,2018-06-03,0.41,4,0,50
10071225,Sweet and affordable nook in bk,40532707,Isidora,Brooklyn,Bedford-Stuyvesant,40.68729,-73.95555999999999,Private room,1,1,2016-01-06,0.02,1,0,39
27795695,"Bright, Beautiful + Adorable in S. Williamsburg",24589216,Heidi,Brooklyn,Williamsburg,40.70878,-73.96061,Entire home/apt,1,13,2018-10-01,1.22,2,0,125
26866483,Oasis III,201824419,Angie,Brooklyn,Bedford-Stuyvesant,40.68784,-73.95145,Private room,30,22,2019-06-05,2.03,3,365,55
4828336,Spacious Sunny 2 Bedroom Close to the Subway!,7552191,Lindsey,Brooklyn,Bedford-Stuyvesant,40.68515,-73.91981,Entire home/apt,14,33,2019-06-30,0.72,1,105,130
19819750,Smart Manhattan Flat (upper east side),5353151,Justin,Manhattan,Upper East Side,40.78207,-73.94717,Private room,3,21,2019-07-04,0.9,1,61,72
26041689,The home is where the heart is.,156585195,Gerard,Brooklyn,East Flatbush,40.65287,-73.94861,Entire home/apt,2,27,2019-06-25,2.3,2,217,200
29965041,Nice room to rent at Midtown Manhattan,7898626,Rémi,Manhattan,Midtown,40.75652,-73.96859,Private room,2,8,2019-05-05,1.09,1,6,100
33585726,Amazing New 1 Bedroom in the UES #6132,113805886,Yaacov,Manhattan,Upper East Side,40.77721,-73.95222,Entire home/apt,30,0,,,33,189,206
27246155,SUNNY 2 BEDS - NEAR 3 METROS IN WILLIAMSBURG,189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.70936,-73.94426999999999,Private room,2,28,2019-06-30,2.61,3,365,86
9731739,2BR - TIMES SQUARE - MODERN,34939187,Meredith,Manhattan,Hell's Kitchen,40.765640000000005,-73.98759,Entire home/apt,3,30,2016-10-23,0.68,1,0,195
9560584,Cozy Room In Chinatown!,17493980,Bridget,Manhattan,Financial District,40.71142,-74.00535,Private room,30,0,,,1,67,80
20284711,Studio step away from Time square/73B,48146336,Irina,Manhattan,Hell's Kitchen,40.76163,-73.99335,Entire home/apt,30,4,2019-04-30,0.41,20,310,130
5048535,Great Gramercy Share Apt,905563,Courtney,Manhattan,Gramercy,40.73718,-73.98373000000001,Private room,5,0,,,1,0,75
29917467,The Castelo,38092082,Barry,Brooklyn,Bushwick,40.68844,-73.91486,Private room,1,0,,,1,71,60
4916150,Great location in South Manhattan,236659,Justin,Manhattan,Financial District,40.7082,-74.00139,Private room,1,1,2015-02-20,0.02,1,0,78
5106041,I LOVE BROOKLYN PRIVATE 1-BR APT,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64801,-73.95623,Entire home/apt,4,51,2019-06-22,0.97,2,306,80
18669496,Med. sized bdrm in Historical house on Staten Isl.,128338539,Reuben,Staten Island,Stapleton,40.62981,-74.07998,Private room,1,25,2019-07-06,1.03,4,73,50
10541080,Gorgeous & cozy studio in Manhattan,36710280,Carolina,Manhattan,Upper West Side,40.78975,-73.97001,Entire home/apt,1,4,2017-04-18,0.11,1,0,150
14556661,"Sunny 1BR near Central Park, Columbia University",90125781,Sebastian,Manhattan,Harlem,40.80534,-73.95647,Entire home/apt,21,1,2016-11-04,0.03,1,0,70
10525616,Prime Park Slope Apartment,14076423,J,Brooklyn,Park Slope,40.67626,-73.98210999999999,Entire home/apt,7,43,2018-08-01,1.07,1,0,175
15937310,Grace,38294216,Rachel,Queens,South Ozone Park,40.66675,-73.81071,Private room,10,7,2019-04-13,0.27,4,197,75
15065696,Spacious Williamsburg 2 Bedroom w/ Balcony & W/D,2805553,Diana,Brooklyn,Williamsburg,40.71096,-73.95685,Entire home/apt,6,49,2018-11-30,1.46,1,0,249
4295108,Large Sunny Master Private bedroom,19841476,Rasheeda,Manhattan,East Harlem,40.80161,-73.94277,Private room,1,7,2016-12-08,0.2,1,0,75
24573377,Inexpensive Private Room with NYC / SIUH Access #1,104812805,Amarjit S,Staten Island,Arrochar,40.597570000000005,-74.08434,Private room,4,11,2019-06-10,0.77,8,338,35
1403635,Sunny & large W. Harlem private 1 bedroom.,754675,Lucy,Manhattan,Harlem,40.82036,-73.95589,Private room,5,3,2018-12-31,0.16,1,0,75
21966758,Casa Rosada in El Barrio,3179146,Adrián,Manhattan,East Harlem,40.79746,-73.93513,Entire home/apt,3,3,2018-03-18,0.16,1,0,161
12266323,"The Heart Of NYC, 3min Walk To Grand Central",5004109,Michelle,Manhattan,Murray Hill,40.75001,-73.97739,Entire home/apt,1,45,2019-06-30,1.16,1,255,225
19117903,Private BR w Balcony in Greenwich Village,731582,Josh,Manhattan,Greenwich Village,40.73123,-73.99374,Private room,60,2,2018-01-03,0.08,1,0,119
31294395,Cozy studio in Manhattan!,51812548,Marko,Manhattan,Upper East Side,40.78047,-73.95152,Entire home/apt,1,3,2019-04-14,0.51,1,5,110
29186254,Mesmerized Penthouse,213781715,Anting,Manhattan,NoHo,40.728390000000005,-73.99225,Entire home/apt,1,8,2019-06-06,1.62,33,179,225
20691991,One bedroom with private bathroom in East Village,35875227,Rahul,Manhattan,East Village,40.7293,-73.98283,Private room,3,1,2017-09-04,0.04,1,0,100
20934059,"Huge historical 1 bedroom in South Park Slope, BK",30347639,Derek,Brooklyn,Sunset Park,40.66232,-73.9939,Entire home/apt,3,5,2019-04-07,0.23,1,83,150
9393343,Spacious 1 bedroom near 125th St.,35899921,Alexandra,Manhattan,Harlem,40.81176,-73.94999,Entire home/apt,3,2,2016-02-22,0.05,1,0,100
32291916,Quite and cozy room in Manatthan,65183994,Camille,Manhattan,East Harlem,40.79795,-73.93448000000001,Private room,2,20,2019-06-14,4.38,1,52,77
12038181,Modern Artsy Room in BK Near Subway,11028022,Tyrone,Brooklyn,Crown Heights,40.66633,-73.93507,Private room,3,0,,,1,0,100
35745881,Large room in a cozy and very clean apt,129797713,Rosa,Queens,Astoria,40.76375,-73.91060999999999,Private room,7,0,,,1,222,70
6493288,NY City for the 4th of July!,2938550,Jon,Manhattan,Midtown,40.76571,-73.98023,Entire home/apt,1,0,,,1,0,300
6302159,King Loft Bed in Bushwick Loft,20451969,Grace,Brooklyn,Bushwick,40.69985,-73.94001,Private room,4,0,,,1,0,46
6800576,1 BEDROOM IN 3 BEDROOMS APARTMENT,7858210,Maxime,Manhattan,Harlem,40.81456,-73.94159,Private room,2,105,2019-06-14,2.12,4,180,65
7322656,Clean & Quiet room in Bushwick,38360286,Cody,Brooklyn,Bushwick,40.68992,-73.91408,Private room,1,0,,,1,0,50
28430639,"Waterfront Apt, Private bed&bath in Williamsburg",66837596,Yoo MI,Brooklyn,Williamsburg,40.72015,-73.96403000000001,Private room,3,18,2019-07-05,1.96,2,234,110
17541599,Furnished room in Upper East Side apartment,6811053,Blair,Manhattan,East Harlem,40.78943,-73.9478,Private room,6,1,2017-03-22,0.04,1,0,46
875567,Cozy West Village Studio Apartment,4622733,Marise,Manhattan,West Village,40.73746,-74.00686,Entire home/apt,3,71,2019-06-09,0.95,1,343,113
29074124,"Private bedroom close to Times Square, Manhattan",219080539,Jose,Manhattan,Hell's Kitchen,40.76108,-73.99358000000001,Private room,1,15,2019-06-10,1.74,1,27,100
30767259,Luxury Private Bed in Brooklyn 2L-1,230192510,Zach,Brooklyn,Fort Greene,40.6969,-73.97565999999999,Private room,30,0,,,25,340,48
15345313,Bronx Beauty: Renovated historic rowhouse.,97853468,Steven,Bronx,Hunts Point,40.81658,-73.88889,Private room,14,13,2018-12-30,0.4,4,340,59
20896858,Harlem Cozy Studio,71375344,Roselin,Manhattan,Harlem,40.81301,-73.94502,Entire home/apt,4,9,2019-06-08,0.94,1,245,125
12539359,Cute and cosy one bedroom,60946174,Zineb,Manhattan,Upper East Side,40.78093,-73.95175,Private room,1,9,2016-10-08,0.23,1,90,350
9464046,Beautiful New Apt-perfect location!,1607111,Damian,Brooklyn,Williamsburg,40.7075,-73.95385,Private room,6,3,2016-04-28,0.07,1,0,65
33618854,Private House in Trendy Crown Heights,253354074,Yehudis,Brooklyn,East Flatbush,40.66247,-73.93784000000001,Entire home/apt,2,2,2019-06-27,2.0,2,59,425
7771351,NYC Queen size Bedroom w/private  bathroom.,40877319,Ray,Bronx,Pelham Bay,40.84423,-73.83601999999999,Private room,3,113,2019-06-06,2.42,1,290,59
10988682,Spacious 1 BR - 5min to Manhattan,57015584,Peter,Queens,Long Island City,40.74129,-73.95004,Entire home/apt,3,22,2017-07-13,0.54,1,0,175
13993376,SUNNY Spacious Oasis near Prospect Park!,6296368,Nancy,Brooklyn,Flatbush,40.63873,-73.95305,Private room,2,1,2016-09-01,0.03,1,0,103
12665113,Sunny Townhouse - Brooklyn,18753186,Florence,Brooklyn,Gowanus,40.681,-73.98881999999999,Entire home/apt,6,9,2018-08-19,0.26,2,0,380
16612424,Artstuy,4878363,Jessie,Brooklyn,Bedford-Stuyvesant,40.68554,-73.94478000000001,Private room,1,13,2019-04-21,0.45,2,268,30
2309363,Huge Loft heart of Upper West Side,11793333,Jamie,Manhattan,Upper West Side,40.78263,-73.97415,Entire home/apt,2,30,2016-06-02,0.47,1,0,650
15481730,Gorgeous Bushwick Apartment,1093220,Chavisa,Brooklyn,Bushwick,40.70435,-73.92551999999999,Private room,5,19,2019-06-15,0.62,3,0,40
13165500,"Cozy, chic Williamsburg apartment",4104874,Lauren,Brooklyn,Williamsburg,40.71021,-73.94944,Entire home/apt,2,1,2016-06-12,0.03,1,0,200
35936654,True 1-Bedroom in Waterfront Luxury Building,9618786,Natalia,Brooklyn,Williamsburg,40.72003,-73.96242,Entire home/apt,4,0,,,1,9,350
20960324,Spacious 1 bedroom in Prime Williamsburg,17921511,Amit,Brooklyn,Williamsburg,40.71168,-73.96338,Entire home/apt,3,2,2017-09-25,0.09,1,0,99
19767372,One Bedroom in the middle of Astoria,139511753,Brittani,Queens,Astoria,40.76531,-73.91155,Entire home/apt,2,3,2017-10-27,0.12,1,0,137
834088,Charming Private room in Greenpoint,4363775,O.,Brooklyn,Greenpoint,40.731840000000005,-73.95801999999999,Private room,11,11,2018-08-31,0.23,3,11,55
3504289,Cheap accommodation in Manhattan,11308483,Nathan,Manhattan,Kips Bay,40.73877,-73.98170999999999,Private room,1,2,2014-07-11,0.03,1,0,80
29340345,Sams place,178337703,Samuel,Bronx,Clason Point,40.805040000000005,-73.85327,Private room,1,1,2018-10-21,0.11,1,364,300
12775106,Apartment NYC - 10 to 20 June,1722054,Cristian,Queens,Long Island City,40.74657,-73.94555,Entire home/apt,5,1,2016-06-19,0.03,1,0,120
9051314,Private Room in Fab East Village,22007415,Hannah,Manhattan,East Village,40.72246,-73.97912,Private room,3,2,2016-06-12,0.05,1,0,110
32992674,Sun lit private room in WIlliamsburg,6085353,Anand,Brooklyn,Williamsburg,40.71502,-73.95633000000001,Private room,5,3,2019-05-18,0.99,1,179,60
